#Simple stellar population models from Maraston et al. 2009, MNRAS, 394, L107
#based on the population synthesis code and energetics of Maraston (2005) and 
#the empirical stellar library by Pickles 1998. TP-AGB as in Maraston (2005) 
#
#   t(Gyr),  [Z/H],  lambda(AA),   Flux (Lsun/AA)
7.000000,  0.00,     1780.0,   0.3203E+26
7.000000,  0.00,     1785.0,   0.2867E+26
7.000000,  0.00,     1790.0,   0.2137E+26
7.000000,  0.00,     1795.0,   0.2583E+26
7.000000,  0.00,     1800.0,   0.3528E+26
7.000000,  0.00,     1805.0,   0.4152E+26
7.000000,  0.00,     1810.0,   0.4896E+26
7.000000,  0.00,     1815.0,   0.5666E+26
7.000000,  0.00,     1820.0,   0.5908E+26
7.000000,  0.00,     1825.0,   0.5069E+26
7.000000,  0.00,     1830.0,   0.4914E+26
7.000000,  0.00,     1835.0,   0.5032E+26
7.000000,  0.00,     1840.0,   0.4950E+26
7.000000,  0.00,     1845.0,   0.4649E+26
7.000000,  0.00,     1850.0,   0.4706E+26
7.000000,  0.00,     1855.0,   0.4590E+26
7.000000,  0.00,     1860.0,   0.5213E+26
7.000000,  0.00,     1865.0,   0.5725E+26
7.000000,  0.00,     1870.0,   0.6264E+26
7.000000,  0.00,     1875.0,   0.6721E+26
7.000000,  0.00,     1880.0,   0.7380E+26
7.000000,  0.00,     1885.0,   0.7960E+26
7.000000,  0.00,     1890.0,   0.8754E+26
7.000000,  0.00,     1895.0,   0.8723E+26
7.000000,  0.00,     1900.0,   0.8765E+26
7.000000,  0.00,     1905.0,   0.9104E+26
7.000000,  0.00,     1910.0,   0.1004E+27
7.000000,  0.00,     1915.0,   0.1063E+27
7.000000,  0.00,     1920.0,   0.1123E+27
7.000000,  0.00,     1925.0,   0.1125E+27
7.000000,  0.00,     1930.0,   0.1095E+27
7.000000,  0.00,     1935.0,   0.1112E+27
7.000000,  0.00,     1940.0,   0.1262E+27
7.000000,  0.00,     1945.0,   0.1467E+27
7.000000,  0.00,     1950.0,   0.1651E+27
7.000000,  0.00,     1955.0,   0.2085E+27
7.000000,  0.00,     1960.0,   0.2023E+27
7.000000,  0.00,     1965.0,   0.1583E+27
7.000000,  0.00,     1970.0,   0.1033E+27
7.000000,  0.00,     1975.0,   0.1233E+27
7.000000,  0.00,     1980.0,   0.1664E+27
7.000000,  0.00,     1985.0,   0.3195E+27
7.000000,  0.00,     1990.0,   0.3061E+27
7.000000,  0.00,     1995.0,   0.2738E+27
7.000000,  0.00,     2000.0,   0.2709E+27
7.000000,  0.00,     2005.0,   0.1731E+27
7.000000,  0.00,     2010.0,   0.1905E+27
7.000000,  0.00,     2015.0,   0.1677E+27
7.000000,  0.00,     2020.0,   0.2116E+27
7.000000,  0.00,     2025.0,   0.2244E+27
7.000000,  0.00,     2030.0,   0.2348E+27
7.000000,  0.00,     2035.0,   0.2197E+27
7.000000,  0.00,     2040.0,   0.2458E+27
7.000000,  0.00,     2045.0,   0.2061E+27
7.000000,  0.00,     2050.0,   0.3421E+27
7.000000,  0.00,     2055.0,   0.3504E+27
7.000000,  0.00,     2060.0,   0.4046E+27
7.000000,  0.00,     2065.0,   0.3692E+27
7.000000,  0.00,     2070.0,   0.3836E+27
7.000000,  0.00,     2075.0,   0.5168E+27
7.000000,  0.00,     2080.0,   0.6372E+27
7.000000,  0.00,     2085.0,   0.5965E+27
7.000000,  0.00,     2090.0,   0.5558E+27
7.000000,  0.00,     2095.0,   0.5334E+27
7.000000,  0.00,     2100.0,   0.7589E+27
7.000000,  0.00,     2105.0,   0.8999E+27
7.000000,  0.00,     2110.0,   0.9147E+27
7.000000,  0.00,     2115.0,   0.8739E+27
7.000000,  0.00,     2120.0,   0.9521E+27
7.000000,  0.00,     2125.0,   0.9456E+27
7.000000,  0.00,     2130.0,   0.6696E+27
7.000000,  0.00,     2135.0,   0.8951E+27
7.000000,  0.00,     2140.0,   0.9659E+27
7.000000,  0.00,     2145.0,   0.1012E+28
7.000000,  0.00,     2150.0,   0.1056E+28
7.000000,  0.00,     2155.0,   0.9966E+27
7.000000,  0.00,     2160.0,   0.9551E+27
7.000000,  0.00,     2165.0,   0.7204E+27
7.000000,  0.00,     2170.0,   0.6578E+27
7.000000,  0.00,     2175.0,   0.7550E+27
7.000000,  0.00,     2180.0,   0.1034E+28
7.000000,  0.00,     2185.0,   0.1115E+28
7.000000,  0.00,     2190.0,   0.1045E+28
7.000000,  0.00,     2195.0,   0.9950E+27
7.000000,  0.00,     2200.0,   0.1140E+28
7.000000,  0.00,     2205.0,   0.1077E+28
7.000000,  0.00,     2210.0,   0.1145E+28
7.000000,  0.00,     2215.0,   0.9211E+27
7.000000,  0.00,     2220.0,   0.1047E+28
7.000000,  0.00,     2225.0,   0.1106E+28
7.000000,  0.00,     2230.0,   0.9951E+27
7.000000,  0.00,     2235.0,   0.1131E+28
7.000000,  0.00,     2240.0,   0.1239E+28
7.000000,  0.00,     2245.0,   0.1231E+28
7.000000,  0.00,     2250.0,   0.1034E+28
7.000000,  0.00,     2255.0,   0.1221E+28
7.000000,  0.00,     2260.0,   0.1201E+28
7.000000,  0.00,     2265.0,   0.9980E+27
7.000000,  0.00,     2270.0,   0.9368E+27
7.000000,  0.00,     2275.0,   0.9541E+27
7.000000,  0.00,     2280.0,   0.9997E+27
7.000000,  0.00,     2285.0,   0.9503E+27
7.000000,  0.00,     2290.0,   0.1081E+28
7.000000,  0.00,     2295.0,   0.1100E+28
7.000000,  0.00,     2300.0,   0.1149E+28
7.000000,  0.00,     2305.0,   0.1137E+28
7.000000,  0.00,     2310.0,   0.1180E+28
7.000000,  0.00,     2315.0,   0.1065E+28
7.000000,  0.00,     2320.0,   0.1181E+28
7.000000,  0.00,     2325.0,   0.1371E+28
7.000000,  0.00,     2330.0,   0.1214E+28
7.000000,  0.00,     2335.0,   0.1060E+28
7.000000,  0.00,     2340.0,   0.1084E+28
7.000000,  0.00,     2345.0,   0.1022E+28
7.000000,  0.00,     2350.0,   0.1027E+28
7.000000,  0.00,     2355.0,   0.1056E+28
7.000000,  0.00,     2360.0,   0.1093E+28
7.000000,  0.00,     2365.0,   0.1089E+28
7.000000,  0.00,     2370.0,   0.1150E+28
7.000000,  0.00,     2375.0,   0.1113E+28
7.000000,  0.00,     2380.0,   0.1066E+28
7.000000,  0.00,     2385.0,   0.9838E+27
7.000000,  0.00,     2390.0,   0.1035E+28
7.000000,  0.00,     2395.0,   0.1033E+28
7.000000,  0.00,     2400.0,   0.9953E+27
7.000000,  0.00,     2405.0,   0.1007E+28
7.000000,  0.00,     2410.0,   0.1067E+28
7.000000,  0.00,     2415.0,   0.1176E+28
7.000000,  0.00,     2420.0,   0.1411E+28
7.000000,  0.00,     2425.0,   0.1576E+28
7.000000,  0.00,     2430.0,   0.1629E+28
7.000000,  0.00,     2435.0,   0.1642E+28
7.000000,  0.00,     2440.0,   0.1663E+28
7.000000,  0.00,     2445.0,   0.1555E+28
7.000000,  0.00,     2450.0,   0.1317E+28
7.000000,  0.00,     2455.0,   0.1205E+28
7.000000,  0.00,     2460.0,   0.1312E+28
7.000000,  0.00,     2465.0,   0.1343E+28
7.000000,  0.00,     2470.0,   0.1329E+28
7.000000,  0.00,     2475.0,   0.1324E+28
7.000000,  0.00,     2480.0,   0.1322E+28
7.000000,  0.00,     2485.0,   0.1228E+28
7.000000,  0.00,     2490.0,   0.1144E+28
7.000000,  0.00,     2495.0,   0.1346E+28
7.000000,  0.00,     2500.0,   0.1578E+28
7.000000,  0.00,     2505.0,   0.1578E+28
7.000000,  0.00,     2510.0,   0.1488E+28
7.000000,  0.00,     2515.0,   0.1353E+28
7.000000,  0.00,     2520.0,   0.1296E+28
7.000000,  0.00,     2525.0,   0.1311E+28
7.000000,  0.00,     2530.0,   0.1464E+28
7.000000,  0.00,     2535.0,   0.1546E+28
7.000000,  0.00,     2540.0,   0.1560E+28
7.000000,  0.00,     2545.0,   0.1644E+28
7.000000,  0.00,     2550.0,   0.1764E+28
7.000000,  0.00,     2555.0,   0.1879E+28
7.000000,  0.00,     2560.0,   0.1968E+28
7.000000,  0.00,     2565.0,   0.2187E+28
7.000000,  0.00,     2570.0,   0.2387E+28
7.000000,  0.00,     2575.0,   0.2396E+28
7.000000,  0.00,     2580.0,   0.2517E+28
7.000000,  0.00,     2585.0,   0.2560E+28
7.000000,  0.00,     2590.0,   0.2578E+28
7.000000,  0.00,     2595.0,   0.2442E+28
7.000000,  0.00,     2600.0,   0.2422E+28
7.000000,  0.00,     2605.0,   0.2503E+28
7.000000,  0.00,     2610.0,   0.2588E+28
7.000000,  0.00,     2615.0,   0.2826E+28
7.000000,  0.00,     2620.0,   0.3091E+28
7.000000,  0.00,     2625.0,   0.3179E+28
7.000000,  0.00,     2630.0,   0.3468E+28
7.000000,  0.00,     2635.0,   0.4363E+28
7.000000,  0.00,     2640.0,   0.5147E+28
7.000000,  0.00,     2645.0,   0.5236E+28
7.000000,  0.00,     2650.0,   0.5236E+28
7.000000,  0.00,     2655.0,   0.5625E+28
7.000000,  0.00,     2660.0,   0.5614E+28
7.000000,  0.00,     2665.0,   0.5505E+28
7.000000,  0.00,     2670.0,   0.5651E+28
7.000000,  0.00,     2675.0,   0.5629E+28
7.000000,  0.00,     2680.0,   0.5633E+28
7.000000,  0.00,     2685.0,   0.5632E+28
7.000000,  0.00,     2690.0,   0.5487E+28
7.000000,  0.00,     2695.0,   0.5439E+28
7.000000,  0.00,     2700.0,   0.5690E+28
7.000000,  0.00,     2705.0,   0.5753E+28
7.000000,  0.00,     2710.0,   0.5552E+28
7.000000,  0.00,     2715.0,   0.5317E+28
7.000000,  0.00,     2720.0,   0.4846E+28
7.000000,  0.00,     2725.0,   0.4961E+28
7.000000,  0.00,     2730.0,   0.5076E+28
7.000000,  0.00,     2735.0,   0.4700E+28
7.000000,  0.00,     2740.0,   0.4167E+28
7.000000,  0.00,     2745.0,   0.4001E+28
7.000000,  0.00,     2750.0,   0.4125E+28
7.000000,  0.00,     2755.0,   0.4298E+28
7.000000,  0.00,     2760.0,   0.4598E+28
7.000000,  0.00,     2765.0,   0.4877E+28
7.000000,  0.00,     2770.0,   0.4970E+28
7.000000,  0.00,     2775.0,   0.4661E+28
7.000000,  0.00,     2780.0,   0.4243E+28
7.000000,  0.00,     2785.0,   0.3909E+28
7.000000,  0.00,     2790.0,   0.3428E+28
7.000000,  0.00,     2795.0,   0.3141E+28
7.000000,  0.00,     2800.0,   0.3174E+28
7.000000,  0.00,     2805.0,   0.3438E+28
7.000000,  0.00,     2810.0,   0.3943E+28
7.000000,  0.00,     2815.0,   0.4850E+28
7.000000,  0.00,     2820.0,   0.5395E+28
7.000000,  0.00,     2825.0,   0.5673E+28
7.000000,  0.00,     2830.0,   0.5995E+28
7.000000,  0.00,     2835.0,   0.6138E+28
7.000000,  0.00,     2840.0,   0.6086E+28
7.000000,  0.00,     2845.0,   0.5751E+28
7.000000,  0.00,     2850.0,   0.5293E+28
7.000000,  0.00,     2855.0,   0.5880E+28
7.000000,  0.00,     2860.0,   0.7241E+28
7.000000,  0.00,     2865.0,   0.7963E+28
7.000000,  0.00,     2870.0,   0.8244E+28
7.000000,  0.00,     2875.0,   0.8495E+28
7.000000,  0.00,     2880.0,   0.8587E+28
7.000000,  0.00,     2885.0,   0.9444E+28
7.000000,  0.00,     2890.0,   0.1022E+29
7.000000,  0.00,     2895.0,   0.1082E+29
7.000000,  0.00,     2900.0,   0.1154E+29
7.000000,  0.00,     2905.0,   0.1196E+29
7.000000,  0.00,     2910.0,   0.1231E+29
7.000000,  0.00,     2915.0,   0.1255E+29
7.000000,  0.00,     2920.0,   0.1242E+29
7.000000,  0.00,     2925.0,   0.1229E+29
7.000000,  0.00,     2930.0,   0.1251E+29
7.000000,  0.00,     2935.0,   0.1270E+29
7.000000,  0.00,     2940.0,   0.1273E+29
7.000000,  0.00,     2945.0,   0.1276E+29
7.000000,  0.00,     2950.0,   0.1277E+29
7.000000,  0.00,     2955.0,   0.1295E+29
7.000000,  0.00,     2960.0,   0.1281E+29
7.000000,  0.00,     2965.0,   0.1223E+29
7.000000,  0.00,     2970.0,   0.1212E+29
7.000000,  0.00,     2975.0,   0.1236E+29
7.000000,  0.00,     2980.0,   0.1180E+29
7.000000,  0.00,     2985.0,   0.1135E+29
7.000000,  0.00,     2990.0,   0.1169E+29
7.000000,  0.00,     2995.0,   0.1157E+29
7.000000,  0.00,     3000.0,   0.1113E+29
7.000000,  0.00,     3005.0,   0.1132E+29
7.000000,  0.00,     3010.0,   0.1179E+29
7.000000,  0.00,     3015.0,   0.1178E+29
7.000000,  0.00,     3020.0,   0.1192E+29
7.000000,  0.00,     3025.0,   0.1271E+29
7.000000,  0.00,     3030.0,   0.1345E+29
7.000000,  0.00,     3035.0,   0.1361E+29
7.000000,  0.00,     3040.0,   0.1365E+29
7.000000,  0.00,     3045.0,   0.1406E+29
7.000000,  0.00,     3050.0,   0.1439E+29
7.000000,  0.00,     3055.0,   0.1417E+29
7.000000,  0.00,     3060.0,   0.1424E+29
7.000000,  0.00,     3065.0,   0.1472E+29
7.000000,  0.00,     3070.0,   0.1530E+29
7.000000,  0.00,     3075.0,   0.1553E+29
7.000000,  0.00,     3080.0,   0.1586E+29
7.000000,  0.00,     3085.0,   0.1612E+29
7.000000,  0.00,     3090.0,   0.1538E+29
7.000000,  0.00,     3095.0,   0.1505E+29
7.000000,  0.00,     3100.0,   0.1553E+29
7.000000,  0.00,     3105.0,   0.1666E+29
7.000000,  0.00,     3110.0,   0.1728E+29
7.000000,  0.00,     3115.0,   0.1703E+29
7.000000,  0.00,     3120.0,   0.1668E+29
7.000000,  0.00,     3125.0,   0.1687E+29
7.000000,  0.00,     3130.0,   0.1754E+29
7.000000,  0.00,     3135.0,   0.1778E+29
7.000000,  0.00,     3140.0,   0.1746E+29
7.000000,  0.00,     3145.0,   0.1715E+29
7.000000,  0.00,     3150.0,   0.1752E+29
7.000000,  0.00,     3155.0,   0.1732E+29
7.000000,  0.00,     3160.0,   0.1829E+29
7.000000,  0.00,     3165.0,   0.1913E+29
7.000000,  0.00,     3170.0,   0.2005E+29
7.000000,  0.00,     3175.0,   0.2018E+29
7.000000,  0.00,     3180.0,   0.1951E+29
7.000000,  0.00,     3185.0,   0.1905E+29
7.000000,  0.00,     3190.0,   0.1905E+29
7.000000,  0.00,     3195.0,   0.1968E+29
7.000000,  0.00,     3200.0,   0.2159E+29
7.000000,  0.00,     3205.0,   0.2176E+29
7.000000,  0.00,     3210.0,   0.2122E+29
7.000000,  0.00,     3215.0,   0.2030E+29
7.000000,  0.00,     3220.0,   0.1929E+29
7.000000,  0.00,     3225.0,   0.1837E+29
7.000000,  0.00,     3230.0,   0.1794E+29
7.000000,  0.00,     3235.0,   0.1833E+29
7.000000,  0.00,     3240.0,   0.1931E+29
7.000000,  0.00,     3245.0,   0.2058E+29
7.000000,  0.00,     3250.0,   0.2190E+29
7.000000,  0.00,     3255.0,   0.2326E+29
7.000000,  0.00,     3260.0,   0.2456E+29
7.000000,  0.00,     3265.0,   0.2544E+29
7.000000,  0.00,     3270.0,   0.2553E+29
7.000000,  0.00,     3275.0,   0.2490E+29
7.000000,  0.00,     3280.0,   0.2455E+29
7.000000,  0.00,     3285.0,   0.2531E+29
7.000000,  0.00,     3290.0,   0.2667E+29
7.000000,  0.00,     3295.0,   0.2778E+29
7.000000,  0.00,     3300.0,   0.2786E+29
7.000000,  0.00,     3305.0,   0.2672E+29
7.000000,  0.00,     3310.0,   0.2555E+29
7.000000,  0.00,     3315.0,   0.2536E+29
7.000000,  0.00,     3320.0,   0.2557E+29
7.000000,  0.00,     3325.0,   0.2546E+29
7.000000,  0.00,     3330.0,   0.2518E+29
7.000000,  0.00,     3335.0,   0.2503E+29
7.000000,  0.00,     3340.0,   0.2524E+29
7.000000,  0.00,     3345.0,   0.2578E+29
7.000000,  0.00,     3350.0,   0.2594E+29
7.000000,  0.00,     3355.0,   0.2511E+29
7.000000,  0.00,     3360.0,   0.2386E+29
7.000000,  0.00,     3365.0,   0.2306E+29
7.000000,  0.00,     3370.0,   0.2304E+29
7.000000,  0.00,     3375.0,   0.2377E+29
7.000000,  0.00,     3380.0,   0.2469E+29
7.000000,  0.00,     3385.0,   0.2539E+29
7.000000,  0.00,     3390.0,   0.2602E+29
7.000000,  0.00,     3395.0,   0.2672E+29
7.000000,  0.00,     3400.0,   0.2715E+29
7.000000,  0.00,     3405.0,   0.2703E+29
7.000000,  0.00,     3410.0,   0.2665E+29
7.000000,  0.00,     3415.0,   0.2654E+29
7.000000,  0.00,     3420.0,   0.2681E+29
7.000000,  0.00,     3425.0,   0.2724E+29
7.000000,  0.00,     3430.0,   0.2693E+29
7.000000,  0.00,     3435.0,   0.2537E+29
7.000000,  0.00,     3440.0,   0.2383E+29
7.000000,  0.00,     3445.0,   0.2363E+29
7.000000,  0.00,     3450.0,   0.2453E+29
7.000000,  0.00,     3455.0,   0.2573E+29
7.000000,  0.00,     3460.0,   0.2641E+29
7.000000,  0.00,     3465.0,   0.2598E+29
7.000000,  0.00,     3470.0,   0.2519E+29
7.000000,  0.00,     3475.0,   0.2505E+29
7.000000,  0.00,     3480.0,   0.2527E+29
7.000000,  0.00,     3485.0,   0.2518E+29
7.000000,  0.00,     3490.0,   0.2532E+29
7.000000,  0.00,     3495.0,   0.2635E+29
7.000000,  0.00,     3500.0,   0.2781E+29
7.000000,  0.00,     3505.0,   0.2899E+29
7.000000,  0.00,     3510.0,   0.2878E+29
7.000000,  0.00,     3515.0,   0.2800E+29
7.000000,  0.00,     3520.0,   0.2680E+29
7.000000,  0.00,     3525.0,   0.2642E+29
7.000000,  0.00,     3530.0,   0.2833E+29
7.000000,  0.00,     3535.0,   0.3027E+29
7.000000,  0.00,     3540.0,   0.3134E+29
7.000000,  0.00,     3545.0,   0.3123E+29
7.000000,  0.00,     3550.0,   0.3001E+29
7.000000,  0.00,     3555.0,   0.2837E+29
7.000000,  0.00,     3560.0,   0.2707E+29
7.000000,  0.00,     3565.0,   0.2493E+29
7.000000,  0.00,     3570.0,   0.2309E+29
7.000000,  0.00,     3575.0,   0.2233E+29
7.000000,  0.00,     3580.0,   0.2100E+29
7.000000,  0.00,     3585.0,   0.2123E+29
7.000000,  0.00,     3590.0,   0.2447E+29
7.000000,  0.00,     3595.0,   0.2814E+29
7.000000,  0.00,     3600.0,   0.2978E+29
7.000000,  0.00,     3605.0,   0.2832E+29
7.000000,  0.00,     3610.0,   0.2686E+29
7.000000,  0.00,     3615.0,   0.2752E+29
7.000000,  0.00,     3620.0,   0.2865E+29
7.000000,  0.00,     3625.0,   0.3109E+29
7.000000,  0.00,     3630.0,   0.3084E+29
7.000000,  0.00,     3635.0,   0.3051E+29
7.000000,  0.00,     3640.0,   0.3199E+29
7.000000,  0.00,     3645.0,   0.3182E+29
7.000000,  0.00,     3650.0,   0.3311E+29
7.000000,  0.00,     3655.0,   0.3708E+29
7.000000,  0.00,     3660.0,   0.3919E+29
7.000000,  0.00,     3665.0,   0.3838E+29
7.000000,  0.00,     3670.0,   0.3736E+29
7.000000,  0.00,     3675.0,   0.3672E+29
7.000000,  0.00,     3680.0,   0.3493E+29
7.000000,  0.00,     3685.0,   0.3459E+29
7.000000,  0.00,     3690.0,   0.3616E+29
7.000000,  0.00,     3695.0,   0.3789E+29
7.000000,  0.00,     3700.0,   0.3794E+29
7.000000,  0.00,     3705.0,   0.3502E+29
7.000000,  0.00,     3710.0,   0.3431E+29
7.000000,  0.00,     3715.0,   0.3514E+29
7.000000,  0.00,     3720.0,   0.3193E+29
7.000000,  0.00,     3725.0,   0.3050E+29
7.000000,  0.00,     3730.0,   0.2874E+29
7.000000,  0.00,     3735.0,   0.2591E+29
7.000000,  0.00,     3740.0,   0.2696E+29
7.000000,  0.00,     3745.0,   0.2694E+29
7.000000,  0.00,     3750.0,   0.2776E+29
7.000000,  0.00,     3755.0,   0.3144E+29
7.000000,  0.00,     3760.0,   0.3189E+29
7.000000,  0.00,     3765.0,   0.3309E+29
7.000000,  0.00,     3770.0,   0.3564E+29
7.000000,  0.00,     3775.0,   0.3919E+29
7.000000,  0.00,     3780.0,   0.4120E+29
7.000000,  0.00,     3785.0,   0.3909E+29
7.000000,  0.00,     3790.0,   0.3469E+29
7.000000,  0.00,     3795.0,   0.3240E+29
7.000000,  0.00,     3800.0,   0.3311E+29
7.000000,  0.00,     3805.0,   0.3543E+29
7.000000,  0.00,     3810.0,   0.3478E+29
7.000000,  0.00,     3815.0,   0.3069E+29
7.000000,  0.00,     3820.0,   0.2661E+29
7.000000,  0.00,     3825.0,   0.2346E+29
7.000000,  0.00,     3830.0,   0.2167E+29
7.000000,  0.00,     3835.0,   0.2154E+29
7.000000,  0.00,     3840.0,   0.2397E+29
7.000000,  0.00,     3845.0,   0.2789E+29
7.000000,  0.00,     3850.0,   0.2922E+29
7.000000,  0.00,     3855.0,   0.2838E+29
7.000000,  0.00,     3860.0,   0.2771E+29
7.000000,  0.00,     3865.0,   0.2903E+29
7.000000,  0.00,     3870.0,   0.2884E+29
7.000000,  0.00,     3875.0,   0.2933E+29
7.000000,  0.00,     3880.0,   0.2967E+29
7.000000,  0.00,     3885.0,   0.3069E+29
7.000000,  0.00,     3890.0,   0.3373E+29
