#Simple stellar population models from Maraston et al. 2009, MNRAS, 394, L107
#based on the population synthesis code and energetics of Maraston (2005) and 
#the empirical stellar library by Pickles 1998. TP-AGB as in Maraston (2005) 
#
#   t(Gyr),  [Z/H],  lambda(AA),   Flux (Lsun/AA)
5.000000,  0.00,     7055.0,   0.4677E+29
5.000000,  0.00,     7060.0,   0.4552E+29
5.000000,  0.00,     7065.0,   0.4465E+29
5.000000,  0.00,     7070.0,   0.4508E+29
5.000000,  0.00,     7075.0,   0.4609E+29
5.000000,  0.00,     7080.0,   0.4610E+29
5.000000,  0.00,     7085.0,   0.4491E+29
5.000000,  0.00,     7090.0,   0.4394E+29
5.000000,  0.00,     7095.0,   0.4387E+29
5.000000,  0.00,     7100.0,   0.4413E+29
5.000000,  0.00,     7105.0,   0.4423E+29
5.000000,  0.00,     7110.0,   0.4442E+29
5.000000,  0.00,     7115.0,   0.4466E+29
5.000000,  0.00,     7120.0,   0.4440E+29
5.000000,  0.00,     7125.0,   0.4347E+29
5.000000,  0.00,     7130.0,   0.4241E+29
5.000000,  0.00,     7135.0,   0.4252E+29
5.000000,  0.00,     7140.0,   0.4279E+29
5.000000,  0.00,     7145.0,   0.4269E+29
5.000000,  0.00,     7150.0,   0.4290E+29
5.000000,  0.00,     7155.0,   0.4402E+29
5.000000,  0.00,     7160.0,   0.4423E+29
5.000000,  0.00,     7165.0,   0.4356E+29
5.000000,  0.00,     7170.0,   0.4338E+29
5.000000,  0.00,     7175.0,   0.4324E+29
5.000000,  0.00,     7180.0,   0.4311E+29
5.000000,  0.00,     7185.0,   0.4244E+29
5.000000,  0.00,     7190.0,   0.4200E+29
5.000000,  0.00,     7195.0,   0.4238E+29
5.000000,  0.00,     7200.0,   0.4247E+29
5.000000,  0.00,     7205.0,   0.4235E+29
5.000000,  0.00,     7210.0,   0.4280E+29
5.000000,  0.00,     7215.0,   0.4370E+29
5.000000,  0.00,     7220.0,   0.4444E+29
5.000000,  0.00,     7225.0,   0.4478E+29
5.000000,  0.00,     7230.0,   0.4479E+29
5.000000,  0.00,     7235.0,   0.4454E+29
5.000000,  0.00,     7240.0,   0.4447E+29
5.000000,  0.00,     7245.0,   0.4451E+29
5.000000,  0.00,     7250.0,   0.4448E+29
5.000000,  0.00,     7255.0,   0.4437E+29
5.000000,  0.00,     7260.0,   0.4461E+29
5.000000,  0.00,     7265.0,   0.4482E+29
5.000000,  0.00,     7270.0,   0.4521E+29
5.000000,  0.00,     7275.0,   0.4486E+29
5.000000,  0.00,     7280.0,   0.4463E+29
5.000000,  0.00,     7285.0,   0.4447E+29
5.000000,  0.00,     7290.0,   0.4407E+29
5.000000,  0.00,     7295.0,   0.4485E+29
5.000000,  0.00,     7300.0,   0.4546E+29
5.000000,  0.00,     7305.0,   0.4550E+29
5.000000,  0.00,     7310.0,   0.4566E+29
5.000000,  0.00,     7315.0,   0.4595E+29
5.000000,  0.00,     7320.0,   0.4616E+29
5.000000,  0.00,     7325.0,   0.4634E+29
5.000000,  0.00,     7330.0,   0.4660E+29
5.000000,  0.00,     7335.0,   0.4715E+29
5.000000,  0.00,     7340.0,   0.4746E+29
5.000000,  0.00,     7345.0,   0.4708E+29
5.000000,  0.00,     7350.0,   0.4666E+29
5.000000,  0.00,     7355.0,   0.4614E+29
5.000000,  0.00,     7360.0,   0.4617E+29
5.000000,  0.00,     7365.0,   0.4649E+29
5.000000,  0.00,     7370.0,   0.4707E+29
5.000000,  0.00,     7375.0,   0.4760E+29
5.000000,  0.00,     7380.0,   0.4771E+29
5.000000,  0.00,     7385.0,   0.4718E+29
5.000000,  0.00,     7390.0,   0.4708E+29
5.000000,  0.00,     7395.0,   0.4762E+29
5.000000,  0.00,     7400.0,   0.4767E+29
5.000000,  0.00,     7405.0,   0.4772E+29
5.000000,  0.00,     7410.0,   0.4735E+29
5.000000,  0.00,     7415.0,   0.4718E+29
5.000000,  0.00,     7420.0,   0.4744E+29
5.000000,  0.00,     7425.0,   0.4808E+29
5.000000,  0.00,     7430.0,   0.4862E+29
5.000000,  0.00,     7435.0,   0.4869E+29
5.000000,  0.00,     7440.0,   0.4835E+29
5.000000,  0.00,     7445.0,   0.4792E+29
5.000000,  0.00,     7450.0,   0.4811E+29
5.000000,  0.00,     7455.0,   0.4830E+29
5.000000,  0.00,     7460.0,   0.4806E+29
5.000000,  0.00,     7465.0,   0.4829E+29
5.000000,  0.00,     7470.0,   0.4866E+29
5.000000,  0.00,     7475.0,   0.4852E+29
5.000000,  0.00,     7480.0,   0.4849E+29
5.000000,  0.00,     7485.0,   0.4844E+29
5.000000,  0.00,     7490.0,   0.4815E+29
5.000000,  0.00,     7495.0,   0.4793E+29
5.000000,  0.00,     7500.0,   0.4852E+29
5.000000,  0.00,     7505.0,   0.4866E+29
5.000000,  0.00,     7510.0,   0.4849E+29
5.000000,  0.00,     7515.0,   0.4875E+29
5.000000,  0.00,     7520.0,   0.4872E+29
5.000000,  0.00,     7525.0,   0.4834E+29
5.000000,  0.00,     7530.0,   0.4833E+29
5.000000,  0.00,     7535.0,   0.4864E+29
5.000000,  0.00,     7540.0,   0.4885E+29
5.000000,  0.00,     7545.0,   0.4881E+29
5.000000,  0.00,     7550.0,   0.4881E+29
5.000000,  0.00,     7555.0,   0.4881E+29
5.000000,  0.00,     7560.0,   0.4882E+29
5.000000,  0.00,     7565.0,   0.4881E+29
5.000000,  0.00,     7570.0,   0.4873E+29
5.000000,  0.00,     7575.0,   0.4854E+29
5.000000,  0.00,     7580.0,   0.4826E+29
5.000000,  0.00,     7585.0,   0.4786E+29
5.000000,  0.00,     7590.0,   0.4751E+29
5.000000,  0.00,     7595.0,   0.4730E+29
5.000000,  0.00,     7600.0,   0.4720E+29
5.000000,  0.00,     7605.0,   0.4715E+29
5.000000,  0.00,     7610.0,   0.4710E+29
5.000000,  0.00,     7615.0,   0.4699E+29
5.000000,  0.00,     7620.0,   0.4693E+29
5.000000,  0.00,     7625.0,   0.4677E+29
5.000000,  0.00,     7630.0,   0.4646E+29
5.000000,  0.00,     7635.0,   0.4618E+29
5.000000,  0.00,     7640.0,   0.4590E+29
5.000000,  0.00,     7645.0,   0.4567E+29
5.000000,  0.00,     7650.0,   0.4547E+29
5.000000,  0.00,     7655.0,   0.4530E+29
5.000000,  0.00,     7660.0,   0.4518E+29
5.000000,  0.00,     7665.0,   0.4514E+29
5.000000,  0.00,     7670.0,   0.4521E+29
5.000000,  0.00,     7675.0,   0.4525E+29
5.000000,  0.00,     7680.0,   0.4523E+29
5.000000,  0.00,     7685.0,   0.4517E+29
5.000000,  0.00,     7690.0,   0.4508E+29
5.000000,  0.00,     7695.0,   0.4497E+29
5.000000,  0.00,     7700.0,   0.4495E+29
5.000000,  0.00,     7705.0,   0.4494E+29
5.000000,  0.00,     7710.0,   0.4493E+29
5.000000,  0.00,     7715.0,   0.4496E+29
5.000000,  0.00,     7720.0,   0.4504E+29
5.000000,  0.00,     7725.0,   0.4510E+29
5.000000,  0.00,     7730.0,   0.4525E+29
5.000000,  0.00,     7735.0,   0.4556E+29
5.000000,  0.00,     7740.0,   0.4552E+29
5.000000,  0.00,     7745.0,   0.4490E+29
5.000000,  0.00,     7750.0,   0.4465E+29
5.000000,  0.00,     7755.0,   0.4529E+29
5.000000,  0.00,     7760.0,   0.4554E+29
5.000000,  0.00,     7765.0,   0.4548E+29
5.000000,  0.00,     7770.0,   0.4524E+29
5.000000,  0.00,     7775.0,   0.4496E+29
5.000000,  0.00,     7780.0,   0.4471E+29
5.000000,  0.00,     7785.0,   0.4476E+29
5.000000,  0.00,     7790.0,   0.4508E+29
5.000000,  0.00,     7795.0,   0.4545E+29
5.000000,  0.00,     7800.0,   0.4566E+29
5.000000,  0.00,     7805.0,   0.4582E+29
5.000000,  0.00,     7810.0,   0.4571E+29
5.000000,  0.00,     7815.0,   0.4590E+29
5.000000,  0.00,     7820.0,   0.4592E+29
5.000000,  0.00,     7825.0,   0.4570E+29
5.000000,  0.00,     7830.0,   0.4506E+29
5.000000,  0.00,     7835.0,   0.4454E+29
5.000000,  0.00,     7840.0,   0.4485E+29
5.000000,  0.00,     7845.0,   0.4502E+29
5.000000,  0.00,     7850.0,   0.4504E+29
5.000000,  0.00,     7855.0,   0.4520E+29
5.000000,  0.00,     7860.0,   0.4547E+29
5.000000,  0.00,     7865.0,   0.4538E+29
5.000000,  0.00,     7870.0,   0.4520E+29
5.000000,  0.00,     7875.0,   0.4507E+29
5.000000,  0.00,     7880.0,   0.4516E+29
5.000000,  0.00,     7885.0,   0.4536E+29
5.000000,  0.00,     7890.0,   0.4531E+29
5.000000,  0.00,     7895.0,   0.4468E+29
5.000000,  0.00,     7900.0,   0.4428E+29
5.000000,  0.00,     7905.0,   0.4403E+29
5.000000,  0.00,     7910.0,   0.4375E+29
5.000000,  0.00,     7915.0,   0.4365E+29
5.000000,  0.00,     7920.0,   0.4395E+29
5.000000,  0.00,     7925.0,   0.4424E+29
5.000000,  0.00,     7930.0,   0.4417E+29
5.000000,  0.00,     7935.0,   0.4392E+29
5.000000,  0.00,     7940.0,   0.4366E+29
5.000000,  0.00,     7945.0,   0.4354E+29
5.000000,  0.00,     7950.0,   0.4396E+29
5.000000,  0.00,     7955.0,   0.4438E+29
5.000000,  0.00,     7960.0,   0.4456E+29
5.000000,  0.00,     7965.0,   0.4480E+29
5.000000,  0.00,     7970.0,   0.4513E+29
5.000000,  0.00,     7975.0,   0.4529E+29
5.000000,  0.00,     7980.0,   0.4529E+29
5.000000,  0.00,     7985.0,   0.4530E+29
5.000000,  0.00,     7990.0,   0.4516E+29
5.000000,  0.00,     7995.0,   0.4479E+29
5.000000,  0.00,     8000.0,   0.4455E+29
5.000000,  0.00,     8005.0,   0.4500E+29
5.000000,  0.00,     8010.0,   0.4528E+29
5.000000,  0.00,     8015.0,   0.4559E+29
5.000000,  0.00,     8020.0,   0.4555E+29
5.000000,  0.00,     8025.0,   0.4496E+29
5.000000,  0.00,     8030.0,   0.4490E+29
5.000000,  0.00,     8035.0,   0.4544E+29
5.000000,  0.00,     8040.0,   0.4544E+29
5.000000,  0.00,     8045.0,   0.4506E+29
5.000000,  0.00,     8050.0,   0.4518E+29
5.000000,  0.00,     8055.0,   0.4592E+29
5.000000,  0.00,     8060.0,   0.4632E+29
5.000000,  0.00,     8065.0,   0.4610E+29
5.000000,  0.00,     8070.0,   0.4573E+29
5.000000,  0.00,     8075.0,   0.4567E+29
5.000000,  0.00,     8080.0,   0.4567E+29
5.000000,  0.00,     8085.0,   0.4553E+29
5.000000,  0.00,     8090.0,   0.4526E+29
5.000000,  0.00,     8095.0,   0.4497E+29
5.000000,  0.00,     8100.0,   0.4509E+29
5.000000,  0.00,     8105.0,   0.4530E+29
5.000000,  0.00,     8110.0,   0.4537E+29
5.000000,  0.00,     8115.0,   0.4530E+29
5.000000,  0.00,     8120.0,   0.4559E+29
5.000000,  0.00,     8125.0,   0.4597E+29
5.000000,  0.00,     8130.0,   0.4609E+29
5.000000,  0.00,     8135.0,   0.4611E+29
5.000000,  0.00,     8140.0,   0.4613E+29
5.000000,  0.00,     8145.0,   0.4596E+29
5.000000,  0.00,     8150.0,   0.4588E+29
5.000000,  0.00,     8155.0,   0.4594E+29
5.000000,  0.00,     8160.0,   0.4572E+29
5.000000,  0.00,     8165.0,   0.4550E+29
5.000000,  0.00,     8170.0,   0.4580E+29
5.000000,  0.00,     8175.0,   0.4576E+29
5.000000,  0.00,     8180.0,   0.4522E+29
5.000000,  0.00,     8185.0,   0.4493E+29
5.000000,  0.00,     8190.0,   0.4499E+29
5.000000,  0.00,     8195.0,   0.4472E+29
5.000000,  0.00,     8200.0,   0.4484E+29
5.000000,  0.00,     8205.0,   0.4543E+29
5.000000,  0.00,     8210.0,   0.4564E+29
5.000000,  0.00,     8215.0,   0.4562E+29
5.000000,  0.00,     8220.0,   0.4537E+29
5.000000,  0.00,     8225.0,   0.4496E+29
5.000000,  0.00,     8230.0,   0.4446E+29
5.000000,  0.00,     8235.0,   0.4504E+29
5.000000,  0.00,     8240.0,   0.4577E+29
5.000000,  0.00,     8245.0,   0.4592E+29
5.000000,  0.00,     8250.0,   0.4608E+29
5.000000,  0.00,     8255.0,   0.4580E+29
5.000000,  0.00,     8260.0,   0.4601E+29
5.000000,  0.00,     8265.0,   0.4636E+29
5.000000,  0.00,     8270.0,   0.4631E+29
5.000000,  0.00,     8275.0,   0.4584E+29
5.000000,  0.00,     8280.0,   0.4559E+29
5.000000,  0.00,     8285.0,   0.4526E+29
5.000000,  0.00,     8290.0,   0.4483E+29
5.000000,  0.00,     8295.0,   0.4446E+29
5.000000,  0.00,     8300.0,   0.4425E+29
5.000000,  0.00,     8305.0,   0.4397E+29
5.000000,  0.00,     8310.0,   0.4398E+29
5.000000,  0.00,     8315.0,   0.4429E+29
5.000000,  0.00,     8320.0,   0.4430E+29
5.000000,  0.00,     8325.0,   0.4414E+29
5.000000,  0.00,     8330.0,   0.4384E+29
5.000000,  0.00,     8335.0,   0.4373E+29
5.000000,  0.00,     8340.0,   0.4367E+29
5.000000,  0.00,     8345.0,   0.4382E+29
5.000000,  0.00,     8350.0,   0.4398E+29
5.000000,  0.00,     8355.0,   0.4428E+29
5.000000,  0.00,     8360.0,   0.4433E+29
5.000000,  0.00,     8365.0,   0.4430E+29
5.000000,  0.00,     8370.0,   0.4434E+29
5.000000,  0.00,     8375.0,   0.4410E+29
5.000000,  0.00,     8380.0,   0.4355E+29
5.000000,  0.00,     8385.0,   0.4296E+29
5.000000,  0.00,     8390.0,   0.4305E+29
5.000000,  0.00,     8395.0,   0.4363E+29
5.000000,  0.00,     8400.0,   0.4394E+29
5.000000,  0.00,     8405.0,   0.4426E+29
5.000000,  0.00,     8410.0,   0.4427E+29
5.000000,  0.00,     8415.0,   0.4412E+29
5.000000,  0.00,     8420.0,   0.4393E+29
5.000000,  0.00,     8425.0,   0.4343E+29
5.000000,  0.00,     8430.0,   0.4323E+29
5.000000,  0.00,     8435.0,   0.4260E+29
5.000000,  0.00,     8440.0,   0.4266E+29
5.000000,  0.00,     8445.0,   0.4307E+29
5.000000,  0.00,     8450.0,   0.4329E+29
5.000000,  0.00,     8455.0,   0.4337E+29
5.000000,  0.00,     8460.0,   0.4328E+29
5.000000,  0.00,     8465.0,   0.4281E+29
5.000000,  0.00,     8470.0,   0.4260E+29
5.000000,  0.00,     8475.0,   0.4309E+29
5.000000,  0.00,     8480.0,   0.4333E+29
5.000000,  0.00,     8485.0,   0.4325E+29
5.000000,  0.00,     8490.0,   0.4257E+29
5.000000,  0.00,     8495.0,   0.4027E+29
5.000000,  0.00,     8500.0,   0.3908E+29
5.000000,  0.00,     8505.0,   0.4064E+29
5.000000,  0.00,     8510.0,   0.4159E+29
5.000000,  0.00,     8515.0,   0.4154E+29
5.000000,  0.00,     8520.0,   0.4182E+29
5.000000,  0.00,     8525.0,   0.4180E+29
5.000000,  0.00,     8530.0,   0.4090E+29
5.000000,  0.00,     8535.0,   0.3877E+29
5.000000,  0.00,     8540.0,   0.3533E+29
5.000000,  0.00,     8545.0,   0.3534E+29
5.000000,  0.00,     8550.0,   0.3866E+29
5.000000,  0.00,     8555.0,   0.4091E+29
5.000000,  0.00,     8560.0,   0.4209E+29
5.000000,  0.00,     8565.0,   0.4259E+29
5.000000,  0.00,     8570.0,   0.4263E+29
5.000000,  0.00,     8575.0,   0.4258E+29
5.000000,  0.00,     8580.0,   0.4255E+29
5.000000,  0.00,     8585.0,   0.4255E+29
5.000000,  0.00,     8590.0,   0.4262E+29
5.000000,  0.00,     8595.0,   0.4253E+29
5.000000,  0.00,     8600.0,   0.4251E+29
5.000000,  0.00,     8605.0,   0.4253E+29
5.000000,  0.00,     8610.0,   0.4232E+29
5.000000,  0.00,     8615.0,   0.4241E+29
5.000000,  0.00,     8620.0,   0.4262E+29
5.000000,  0.00,     8625.0,   0.4298E+29
5.000000,  0.00,     8630.0,   0.4330E+29
5.000000,  0.00,     8635.0,   0.4362E+29
5.000000,  0.00,     8640.0,   0.4374E+29
5.000000,  0.00,     8645.0,   0.4332E+29
5.000000,  0.00,     8650.0,   0.4230E+29
5.000000,  0.00,     8655.0,   0.4070E+29
5.000000,  0.00,     8660.0,   0.3777E+29
5.000000,  0.00,     8665.0,   0.3736E+29
5.000000,  0.00,     8670.0,   0.3969E+29
5.000000,  0.00,     8675.0,   0.4099E+29
5.000000,  0.00,     8680.0,   0.4207E+29
5.000000,  0.00,     8685.0,   0.4223E+29
5.000000,  0.00,     8690.0,   0.4222E+29
5.000000,  0.00,     8695.0,   0.4309E+29
5.000000,  0.00,     8700.0,   0.4332E+29
5.000000,  0.00,     8705.0,   0.4376E+29
5.000000,  0.00,     8710.0,   0.4387E+29
5.000000,  0.00,     8715.0,   0.4403E+29
5.000000,  0.00,     8720.0,   0.4434E+29
5.000000,  0.00,     8725.0,   0.4427E+29
5.000000,  0.00,     8730.0,   0.4415E+29
5.000000,  0.00,     8735.0,   0.4399E+29
5.000000,  0.00,     8740.0,   0.4401E+29
5.000000,  0.00,     8745.0,   0.4419E+29
5.000000,  0.00,     8750.0,   0.4399E+29
5.000000,  0.00,     8755.0,   0.4374E+29
5.000000,  0.00,     8760.0,   0.4360E+29
5.000000,  0.00,     8765.0,   0.4334E+29
5.000000,  0.00,     8770.0,   0.4323E+29
5.000000,  0.00,     8775.0,   0.4351E+29
5.000000,  0.00,     8780.0,   0.4395E+29
5.000000,  0.00,     8785.0,   0.4406E+29
5.000000,  0.00,     8790.0,   0.4376E+29
5.000000,  0.00,     8795.0,   0.4351E+29
5.000000,  0.00,     8800.0,   0.4322E+29
5.000000,  0.00,     8805.0,   0.4224E+29
5.000000,  0.00,     8810.0,   0.4267E+29
5.000000,  0.00,     8815.0,   0.4374E+29
5.000000,  0.00,     8820.0,   0.4374E+29
5.000000,  0.00,     8825.0,   0.4359E+29
5.000000,  0.00,     8830.0,   0.4417E+29
5.000000,  0.00,     8835.0,   0.4429E+29
5.000000,  0.00,     8840.0,   0.4441E+29
5.000000,  0.00,     8845.0,   0.4484E+29
5.000000,  0.00,     8850.0,   0.4493E+29
5.000000,  0.00,     8855.0,   0.4459E+29
5.000000,  0.00,     8860.0,   0.4357E+29
5.000000,  0.00,     8865.0,   0.4263E+29
5.000000,  0.00,     8870.0,   0.4224E+29
5.000000,  0.00,     8875.0,   0.4223E+29
5.000000,  0.00,     8880.0,   0.4233E+29
5.000000,  0.00,     8885.0,   0.4278E+29
5.000000,  0.00,     8890.0,   0.4304E+29
5.000000,  0.00,     8895.0,   0.4330E+29
5.000000,  0.00,     8900.0,   0.4357E+29
5.000000,  0.00,     8905.0,   0.4370E+29
5.000000,  0.00,     8910.0,   0.4350E+29
5.000000,  0.00,     8915.0,   0.4320E+29
5.000000,  0.00,     8920.0,   0.4274E+29
5.000000,  0.00,     8925.0,   0.4230E+29
5.000000,  0.00,     8930.0,   0.4207E+29
5.000000,  0.00,     8935.0,   0.4213E+29
5.000000,  0.00,     8940.0,   0.4208E+29
5.000000,  0.00,     8945.0,   0.4201E+29
5.000000,  0.00,     8950.0,   0.4224E+29
5.000000,  0.00,     8955.0,   0.4253E+29
5.000000,  0.00,     8960.0,   0.4273E+29
5.000000,  0.00,     8965.0,   0.4262E+29
5.000000,  0.00,     8970.0,   0.4271E+29
5.000000,  0.00,     8975.0,   0.4268E+29
5.000000,  0.00,     8980.0,   0.4271E+29
5.000000,  0.00,     8985.0,   0.4241E+29
5.000000,  0.00,     8990.0,   0.4192E+29
5.000000,  0.00,     8995.0,   0.4228E+29
5.000000,  0.00,     9000.0,   0.4213E+29
5.000000,  0.00,     9005.0,   0.4204E+29
5.000000,  0.00,     9010.0,   0.4191E+29
5.000000,  0.00,     9015.0,   0.4197E+29
5.000000,  0.00,     9020.0,   0.4237E+29
5.000000,  0.00,     9025.0,   0.4284E+29
5.000000,  0.00,     9030.0,   0.4369E+29
5.000000,  0.00,     9035.0,   0.4433E+29
5.000000,  0.00,     9040.0,   0.4452E+29
5.000000,  0.00,     9045.0,   0.4436E+29
5.000000,  0.00,     9050.0,   0.4417E+29
5.000000,  0.00,     9055.0,   0.4393E+29
5.000000,  0.00,     9060.0,   0.4373E+29
5.000000,  0.00,     9065.0,   0.4341E+29
5.000000,  0.00,     9070.0,   0.4304E+29
5.000000,  0.00,     9075.0,   0.4271E+29
5.000000,  0.00,     9080.0,   0.4241E+29
5.000000,  0.00,     9085.0,   0.4207E+29
5.000000,  0.00,     9090.0,   0.4192E+29
5.000000,  0.00,     9095.0,   0.4225E+29
5.000000,  0.00,     9100.0,   0.4229E+29
5.000000,  0.00,     9105.0,   0.4244E+29
5.000000,  0.00,     9110.0,   0.4244E+29
5.000000,  0.00,     9115.0,   0.4232E+29
5.000000,  0.00,     9120.0,   0.4205E+29
5.000000,  0.00,     9125.0,   0.4229E+29
5.000000,  0.00,     9130.0,   0.4203E+29
5.000000,  0.00,     9135.0,   0.4163E+29
5.000000,  0.00,     9140.0,   0.4145E+29
5.000000,  0.00,     9145.0,   0.4139E+29
5.000000,  0.00,     9150.0,   0.4115E+29
5.000000,  0.00,     9155.0,   0.4085E+29
5.000000,  0.00,     9160.0,   0.4101E+29
5.000000,  0.00,     9165.0,   0.4109E+29
5.000000,  0.00,     9170.0,   0.4075E+29
5.000000,  0.00,     9175.0,   0.4060E+29
5.000000,  0.00,     9180.0,   0.4106E+29
5.000000,  0.00,     9185.0,   0.4141E+29
5.000000,  0.00,     9190.0,   0.4160E+29
5.000000,  0.00,     9195.0,   0.4174E+29
5.000000,  0.00,     9200.0,   0.4181E+29
5.000000,  0.00,     9205.0,   0.4180E+29
5.000000,  0.00,     9210.0,   0.4159E+29
5.000000,  0.00,     9215.0,   0.4151E+29
5.000000,  0.00,     9220.0,   0.4163E+29
5.000000,  0.00,     9225.0,   0.4167E+29
5.000000,  0.00,     9230.0,   0.4145E+29
5.000000,  0.00,     9235.0,   0.4116E+29
5.000000,  0.00,     9240.0,   0.4083E+29
5.000000,  0.00,     9245.0,   0.4048E+29
5.000000,  0.00,     9250.0,   0.4025E+29
5.000000,  0.00,     9255.0,   0.4017E+29
5.000000,  0.00,     9260.0,   0.4037E+29
5.000000,  0.00,     9265.0,   0.4078E+29
5.000000,  0.00,     9270.0,   0.4123E+29
5.000000,  0.00,     9275.0,   0.4133E+29
5.000000,  0.00,     9280.0,   0.4120E+29
5.000000,  0.00,     9285.0,   0.4112E+29
5.000000,  0.00,     9290.0,   0.4081E+29
5.000000,  0.00,     9295.0,   0.4050E+29
5.000000,  0.00,     9300.0,   0.4013E+29
5.000000,  0.00,     9305.0,   0.3973E+29
5.000000,  0.00,     9310.0,   0.3930E+29
5.000000,  0.00,     9315.0,   0.3882E+29
5.000000,  0.00,     9320.0,   0.3864E+29
5.000000,  0.00,     9325.0,   0.3881E+29
5.000000,  0.00,     9330.0,   0.3933E+29
5.000000,  0.00,     9335.0,   0.3934E+29
5.000000,  0.00,     9340.0,   0.3919E+29
5.000000,  0.00,     9345.0,   0.3883E+29
5.000000,  0.00,     9350.0,   0.3920E+29
5.000000,  0.00,     9355.0,   0.3844E+29
5.000000,  0.00,     9360.0,   0.3843E+29
5.000000,  0.00,     9365.0,   0.3897E+29
5.000000,  0.00,     9370.0,   0.3903E+29
5.000000,  0.00,     9375.0,   0.3988E+29
5.000000,  0.00,     9380.0,   0.4049E+29
5.000000,  0.00,     9385.0,   0.4153E+29
5.000000,  0.00,     9390.0,   0.4259E+29
5.000000,  0.00,     9395.0,   0.4324E+29
5.000000,  0.00,     9400.0,   0.4291E+29
5.000000,  0.00,     9405.0,   0.4218E+29
5.000000,  0.00,     9410.0,   0.4091E+29
5.000000,  0.00,     9415.0,   0.3990E+29
5.000000,  0.00,     9420.0,   0.3907E+29
5.000000,  0.00,     9425.0,   0.3821E+29
5.000000,  0.00,     9430.0,   0.3738E+29
5.000000,  0.00,     9435.0,   0.3760E+29
5.000000,  0.00,     9440.0,   0.3709E+29
5.000000,  0.00,     9445.0,   0.3757E+29
5.000000,  0.00,     9450.0,   0.3851E+29
5.000000,  0.00,     9455.0,   0.3874E+29
5.000000,  0.00,     9460.0,   0.3902E+29
5.000000,  0.00,     9465.0,   0.3969E+29
5.000000,  0.00,     9470.0,   0.4007E+29
5.000000,  0.00,     9475.0,   0.4007E+29
5.000000,  0.00,     9480.0,   0.3968E+29
5.000000,  0.00,     9485.0,   0.3983E+29
5.000000,  0.00,     9490.0,   0.4010E+29
5.000000,  0.00,     9495.0,   0.3941E+29
5.000000,  0.00,     9500.0,   0.3912E+29
5.000000,  0.00,     9505.0,   0.3997E+29
5.000000,  0.00,     9510.0,   0.4087E+29
5.000000,  0.00,     9515.0,   0.4088E+29
5.000000,  0.00,     9520.0,   0.4077E+29
5.000000,  0.00,     9525.0,   0.4113E+29
5.000000,  0.00,     9530.0,   0.4161E+29
5.000000,  0.00,     9535.0,   0.4165E+29
5.000000,  0.00,     9540.0,   0.4125E+29
5.000000,  0.00,     9545.0,   0.4067E+29
5.000000,  0.00,     9550.0,   0.4059E+29
5.000000,  0.00,     9555.0,   0.4004E+29
5.000000,  0.00,     9560.0,   0.4019E+29
5.000000,  0.00,     9565.0,   0.3979E+29
5.000000,  0.00,     9570.0,   0.3970E+29
5.000000,  0.00,     9575.0,   0.3972E+29
5.000000,  0.00,     9580.0,   0.3934E+29
5.000000,  0.00,     9585.0,   0.3904E+29
5.000000,  0.00,     9590.0,   0.3895E+29
5.000000,  0.00,     9595.0,   0.3899E+29
5.000000,  0.00,     9600.0,   0.3934E+29
5.000000,  0.00,     9605.0,   0.3961E+29
5.000000,  0.00,     9610.0,   0.3997E+29
5.000000,  0.00,     9615.0,   0.4034E+29
5.000000,  0.00,     9620.0,   0.4027E+29
5.000000,  0.00,     9625.0,   0.4022E+29
5.000000,  0.00,     9630.0,   0.4018E+29
5.000000,  0.00,     9635.0,   0.3985E+29
5.000000,  0.00,     9640.0,   0.3954E+29
5.000000,  0.00,     9645.0,   0.3941E+29
5.000000,  0.00,     9650.0,   0.3944E+29
5.000000,  0.00,     9655.0,   0.3959E+29
5.000000,  0.00,     9660.0,   0.3955E+29
5.000000,  0.00,     9665.0,   0.3955E+29
5.000000,  0.00,     9670.0,   0.3970E+29
5.000000,  0.00,     9675.0,   0.3966E+29
5.000000,  0.00,     9680.0,   0.3960E+29
5.000000,  0.00,     9685.0,   0.3967E+29
5.000000,  0.00,     9690.0,   0.3965E+29
5.000000,  0.00,     9695.0,   0.3972E+29
5.000000,  0.00,     9700.0,   0.3954E+29
5.000000,  0.00,     9705.0,   0.3959E+29
5.000000,  0.00,     9710.0,   0.3980E+29
5.000000,  0.00,     9715.0,   0.3985E+29
5.000000,  0.00,     9720.0,   0.3974E+29
5.000000,  0.00,     9725.0,   0.3964E+29
5.000000,  0.00,     9730.0,   0.3941E+29
5.000000,  0.00,     9735.0,   0.3912E+29
5.000000,  0.00,     9740.0,   0.3896E+29
5.000000,  0.00,     9745.0,   0.3873E+29
5.000000,  0.00,     9750.0,   0.3873E+29
5.000000,  0.00,     9755.0,   0.3879E+29
5.000000,  0.00,     9760.0,   0.3883E+29
5.000000,  0.00,     9765.0,   0.3876E+29
5.000000,  0.00,     9770.0,   0.3881E+29
5.000000,  0.00,     9775.0,   0.3888E+29
5.000000,  0.00,     9780.0,   0.3886E+29
5.000000,  0.00,     9785.0,   0.3882E+29
5.000000,  0.00,     9790.0,   0.3910E+29
5.000000,  0.00,     9795.0,   0.3942E+29
5.000000,  0.00,     9800.0,   0.3962E+29
5.000000,  0.00,     9805.0,   0.3965E+29
5.000000,  0.00,     9810.0,   0.3971E+29
5.000000,  0.00,     9815.0,   0.3950E+29
5.000000,  0.00,     9820.0,   0.3936E+29
