#Simple stellar population models from Maraston et al. 2009, MNRAS, 394, L107
#based on the population synthesis code and energetics of Maraston (2005) and 
#the empirical stellar library by Pickles 1998. TP-AGB as in Maraston (2005) 
#
#   t(Gyr),  [Z/H],  lambda(AA),   Flux (Lsun/AA)
1.000000,  0.00,     2450.0,   0.6656E+27
1.000000,  0.00,     2455.0,   0.6162E+27
1.000000,  0.00,     2460.0,   0.6543E+27
1.000000,  0.00,     2465.0,   0.6646E+27
1.000000,  0.00,     2470.0,   0.6522E+27
1.000000,  0.00,     2475.0,   0.6471E+27
1.000000,  0.00,     2480.0,   0.6402E+27
1.000000,  0.00,     2485.0,   0.5824E+27
1.000000,  0.00,     2490.0,   0.5418E+27
1.000000,  0.00,     2495.0,   0.6245E+27
1.000000,  0.00,     2500.0,   0.7408E+27
1.000000,  0.00,     2505.0,   0.7458E+27
1.000000,  0.00,     2510.0,   0.7126E+27
1.000000,  0.00,     2515.0,   0.6622E+27
1.000000,  0.00,     2520.0,   0.6397E+27
1.000000,  0.00,     2525.0,   0.6484E+27
1.000000,  0.00,     2530.0,   0.7212E+27
1.000000,  0.00,     2535.0,   0.7612E+27
1.000000,  0.00,     2540.0,   0.7787E+27
1.000000,  0.00,     2545.0,   0.8194E+27
1.000000,  0.00,     2550.0,   0.8728E+27
1.000000,  0.00,     2555.0,   0.9246E+27
1.000000,  0.00,     2560.0,   0.9726E+27
1.000000,  0.00,     2565.0,   0.1069E+28
1.000000,  0.00,     2570.0,   0.1160E+28
1.000000,  0.00,     2575.0,   0.1184E+28
1.000000,  0.00,     2580.0,   0.1252E+28
1.000000,  0.00,     2585.0,   0.1281E+28
1.000000,  0.00,     2590.0,   0.1308E+28
1.000000,  0.00,     2595.0,   0.1270E+28
1.000000,  0.00,     2600.0,   0.1283E+28
1.000000,  0.00,     2605.0,   0.1331E+28
1.000000,  0.00,     2610.0,   0.1383E+28
1.000000,  0.00,     2615.0,   0.1498E+28
1.000000,  0.00,     2620.0,   0.1644E+28
1.000000,  0.00,     2625.0,   0.1708E+28
1.000000,  0.00,     2630.0,   0.1833E+28
1.000000,  0.00,     2635.0,   0.2240E+28
1.000000,  0.00,     2640.0,   0.2633E+28
1.000000,  0.00,     2645.0,   0.2708E+28
1.000000,  0.00,     2650.0,   0.2709E+28
1.000000,  0.00,     2655.0,   0.2901E+28
1.000000,  0.00,     2660.0,   0.2943E+28
1.000000,  0.00,     2665.0,   0.2887E+28
1.000000,  0.00,     2670.0,   0.2954E+28
1.000000,  0.00,     2675.0,   0.2949E+28
1.000000,  0.00,     2680.0,   0.2959E+28
1.000000,  0.00,     2685.0,   0.2955E+28
1.000000,  0.00,     2690.0,   0.2886E+28
1.000000,  0.00,     2695.0,   0.2850E+28
1.000000,  0.00,     2700.0,   0.2965E+28
1.000000,  0.00,     2705.0,   0.2996E+28
1.000000,  0.00,     2710.0,   0.2908E+28
1.000000,  0.00,     2715.0,   0.2797E+28
1.000000,  0.00,     2720.0,   0.2539E+28
1.000000,  0.00,     2725.0,   0.2570E+28
1.000000,  0.00,     2730.0,   0.2639E+28
1.000000,  0.00,     2735.0,   0.2484E+28
1.000000,  0.00,     2740.0,   0.2233E+28
1.000000,  0.00,     2745.0,   0.2142E+28
1.000000,  0.00,     2750.0,   0.2193E+28
1.000000,  0.00,     2755.0,   0.2271E+28
1.000000,  0.00,     2760.0,   0.2415E+28
1.000000,  0.00,     2765.0,   0.2552E+28
1.000000,  0.00,     2770.0,   0.2608E+28
1.000000,  0.00,     2775.0,   0.2480E+28
1.000000,  0.00,     2780.0,   0.2284E+28
1.000000,  0.00,     2785.0,   0.2140E+28
1.000000,  0.00,     2790.0,   0.1935E+28
1.000000,  0.00,     2795.0,   0.1809E+28
1.000000,  0.00,     2800.0,   0.1814E+28
1.000000,  0.00,     2805.0,   0.1904E+28
1.000000,  0.00,     2810.0,   0.2101E+28
1.000000,  0.00,     2815.0,   0.2490E+28
1.000000,  0.00,     2820.0,   0.2732E+28
1.000000,  0.00,     2825.0,   0.2861E+28
1.000000,  0.00,     2830.0,   0.3011E+28
1.000000,  0.00,     2835.0,   0.3082E+28
1.000000,  0.00,     2840.0,   0.3077E+28
1.000000,  0.00,     2845.0,   0.2951E+28
1.000000,  0.00,     2850.0,   0.2744E+28
1.000000,  0.00,     2855.0,   0.2985E+28
1.000000,  0.00,     2860.0,   0.3650E+28
1.000000,  0.00,     2865.0,   0.4074E+28
1.000000,  0.00,     2870.0,   0.4279E+28
1.000000,  0.00,     2875.0,   0.4470E+28
1.000000,  0.00,     2880.0,   0.4529E+28
1.000000,  0.00,     2885.0,   0.4964E+28
1.000000,  0.00,     2890.0,   0.5386E+28
1.000000,  0.00,     2895.0,   0.5710E+28
1.000000,  0.00,     2900.0,   0.6129E+28
1.000000,  0.00,     2905.0,   0.6409E+28
1.000000,  0.00,     2910.0,   0.6608E+28
1.000000,  0.00,     2915.0,   0.6733E+28
1.000000,  0.00,     2920.0,   0.6693E+28
1.000000,  0.00,     2925.0,   0.6654E+28
1.000000,  0.00,     2930.0,   0.6753E+28
1.000000,  0.00,     2935.0,   0.6830E+28
1.000000,  0.00,     2940.0,   0.6808E+28
1.000000,  0.00,     2945.0,   0.6809E+28
1.000000,  0.00,     2950.0,   0.6797E+28
1.000000,  0.00,     2955.0,   0.6876E+28
1.000000,  0.00,     2960.0,   0.6804E+28
1.000000,  0.00,     2965.0,   0.6491E+28
1.000000,  0.00,     2970.0,   0.6367E+28
1.000000,  0.00,     2975.0,   0.6475E+28
1.000000,  0.00,     2980.0,   0.6255E+28
1.000000,  0.00,     2985.0,   0.5976E+28
1.000000,  0.00,     2990.0,   0.6111E+28
1.000000,  0.00,     2995.0,   0.6082E+28
1.000000,  0.00,     3000.0,   0.5873E+28
1.000000,  0.00,     3005.0,   0.5943E+28
1.000000,  0.00,     3010.0,   0.6181E+28
1.000000,  0.00,     3015.0,   0.6233E+28
1.000000,  0.00,     3020.0,   0.6290E+28
1.000000,  0.00,     3025.0,   0.6706E+28
1.000000,  0.00,     3030.0,   0.7178E+28
1.000000,  0.00,     3035.0,   0.7333E+28
1.000000,  0.00,     3040.0,   0.7379E+28
1.000000,  0.00,     3045.0,   0.7589E+28
1.000000,  0.00,     3050.0,   0.7788E+28
1.000000,  0.00,     3055.0,   0.7740E+28
1.000000,  0.00,     3060.0,   0.7804E+28
1.000000,  0.00,     3065.0,   0.8065E+28
1.000000,  0.00,     3070.0,   0.8375E+28
1.000000,  0.00,     3075.0,   0.8520E+28
1.000000,  0.00,     3080.0,   0.8683E+28
1.000000,  0.00,     3085.0,   0.8845E+28
1.000000,  0.00,     3090.0,   0.8529E+28
1.000000,  0.00,     3095.0,   0.8383E+28
1.000000,  0.00,     3100.0,   0.8630E+28
1.000000,  0.00,     3105.0,   0.9240E+28
1.000000,  0.00,     3110.0,   0.9583E+28
1.000000,  0.00,     3115.0,   0.9472E+28
1.000000,  0.00,     3120.0,   0.9301E+28
1.000000,  0.00,     3125.0,   0.9416E+28
1.000000,  0.00,     3130.0,   0.9803E+28
1.000000,  0.00,     3135.0,   0.9945E+28
1.000000,  0.00,     3140.0,   0.9802E+28
1.000000,  0.00,     3145.0,   0.9610E+28
1.000000,  0.00,     3150.0,   0.9829E+28
1.000000,  0.00,     3155.0,   0.9791E+28
1.000000,  0.00,     3160.0,   0.1039E+29
1.000000,  0.00,     3165.0,   0.1082E+29
1.000000,  0.00,     3170.0,   0.1133E+29
1.000000,  0.00,     3175.0,   0.1148E+29
1.000000,  0.00,     3180.0,   0.1117E+29
1.000000,  0.00,     3185.0,   0.1088E+29
1.000000,  0.00,     3190.0,   0.1087E+29
1.000000,  0.00,     3195.0,   0.1121E+29
1.000000,  0.00,     3200.0,   0.1232E+29
1.000000,  0.00,     3205.0,   0.1229E+29
1.000000,  0.00,     3210.0,   0.1188E+29
1.000000,  0.00,     3215.0,   0.1121E+29
1.000000,  0.00,     3220.0,   0.1055E+29
1.000000,  0.00,     3225.0,   0.1013E+29
1.000000,  0.00,     3230.0,   0.1003E+29
1.000000,  0.00,     3235.0,   0.1036E+29
1.000000,  0.00,     3240.0,   0.1095E+29
1.000000,  0.00,     3245.0,   0.1168E+29
1.000000,  0.00,     3250.0,   0.1247E+29
1.000000,  0.00,     3255.0,   0.1338E+29
1.000000,  0.00,     3260.0,   0.1425E+29
1.000000,  0.00,     3265.0,   0.1477E+29
1.000000,  0.00,     3270.0,   0.1478E+29
1.000000,  0.00,     3275.0,   0.1439E+29
1.000000,  0.00,     3280.0,   0.1418E+29
1.000000,  0.00,     3285.0,   0.1460E+29
1.000000,  0.00,     3290.0,   0.1543E+29
1.000000,  0.00,     3295.0,   0.1618E+29
1.000000,  0.00,     3300.0,   0.1629E+29
1.000000,  0.00,     3305.0,   0.1553E+29
1.000000,  0.00,     3310.0,   0.1471E+29
1.000000,  0.00,     3315.0,   0.1454E+29
1.000000,  0.00,     3320.0,   0.1466E+29
1.000000,  0.00,     3325.0,   0.1463E+29
1.000000,  0.00,     3330.0,   0.1450E+29
1.000000,  0.00,     3335.0,   0.1444E+29
1.000000,  0.00,     3340.0,   0.1462E+29
1.000000,  0.00,     3345.0,   0.1502E+29
1.000000,  0.00,     3350.0,   0.1517E+29
1.000000,  0.00,     3355.0,   0.1461E+29
1.000000,  0.00,     3360.0,   0.1372E+29
1.000000,  0.00,     3365.0,   0.1310E+29
1.000000,  0.00,     3370.0,   0.1303E+29
1.000000,  0.00,     3375.0,   0.1357E+29
1.000000,  0.00,     3380.0,   0.1425E+29
1.000000,  0.00,     3385.0,   0.1472E+29
1.000000,  0.00,     3390.0,   0.1514E+29
1.000000,  0.00,     3395.0,   0.1563E+29
1.000000,  0.00,     3400.0,   0.1595E+29
1.000000,  0.00,     3405.0,   0.1587E+29
1.000000,  0.00,     3410.0,   0.1557E+29
1.000000,  0.00,     3415.0,   0.1549E+29
1.000000,  0.00,     3420.0,   0.1568E+29
1.000000,  0.00,     3425.0,   0.1595E+29
1.000000,  0.00,     3430.0,   0.1569E+29
1.000000,  0.00,     3435.0,   0.1457E+29
1.000000,  0.00,     3440.0,   0.1351E+29
1.000000,  0.00,     3445.0,   0.1345E+29
1.000000,  0.00,     3450.0,   0.1411E+29
1.000000,  0.00,     3455.0,   0.1488E+29
1.000000,  0.00,     3460.0,   0.1530E+29
1.000000,  0.00,     3465.0,   0.1507E+29
1.000000,  0.00,     3470.0,   0.1461E+29
1.000000,  0.00,     3475.0,   0.1448E+29
1.000000,  0.00,     3480.0,   0.1459E+29
1.000000,  0.00,     3485.0,   0.1459E+29
1.000000,  0.00,     3490.0,   0.1476E+29
1.000000,  0.00,     3495.0,   0.1547E+29
1.000000,  0.00,     3500.0,   0.1641E+29
1.000000,  0.00,     3505.0,   0.1712E+29
1.000000,  0.00,     3510.0,   0.1660E+29
1.000000,  0.00,     3515.0,   0.1613E+29
1.000000,  0.00,     3520.0,   0.1534E+29
1.000000,  0.00,     3525.0,   0.1516E+29
1.000000,  0.00,     3530.0,   0.1638E+29
1.000000,  0.00,     3535.0,   0.1766E+29
1.000000,  0.00,     3540.0,   0.1834E+29
1.000000,  0.00,     3545.0,   0.1819E+29
1.000000,  0.00,     3550.0,   0.1732E+29
1.000000,  0.00,     3555.0,   0.1619E+29
1.000000,  0.00,     3560.0,   0.1529E+29
1.000000,  0.00,     3565.0,   0.1403E+29
1.000000,  0.00,     3570.0,   0.1298E+29
1.000000,  0.00,     3575.0,   0.1239E+29
1.000000,  0.00,     3580.0,   0.1152E+29
1.000000,  0.00,     3585.0,   0.1180E+29
1.000000,  0.00,     3590.0,   0.1377E+29
1.000000,  0.00,     3595.0,   0.1597E+29
1.000000,  0.00,     3600.0,   0.1718E+29
1.000000,  0.00,     3605.0,   0.1636E+29
1.000000,  0.00,     3610.0,   0.1541E+29
1.000000,  0.00,     3615.0,   0.1582E+29
1.000000,  0.00,     3620.0,   0.1668E+29
1.000000,  0.00,     3625.0,   0.1815E+29
1.000000,  0.00,     3630.0,   0.1795E+29
1.000000,  0.00,     3635.0,   0.1785E+29
1.000000,  0.00,     3640.0,   0.1871E+29
1.000000,  0.00,     3645.0,   0.1859E+29
1.000000,  0.00,     3650.0,   0.1951E+29
1.000000,  0.00,     3655.0,   0.2204E+29
1.000000,  0.00,     3660.0,   0.2337E+29
1.000000,  0.00,     3665.0,   0.2288E+29
1.000000,  0.00,     3670.0,   0.2221E+29
1.000000,  0.00,     3675.0,   0.2168E+29
1.000000,  0.00,     3680.0,   0.2050E+29
1.000000,  0.00,     3685.0,   0.2030E+29
1.000000,  0.00,     3690.0,   0.2131E+29
1.000000,  0.00,     3695.0,   0.2244E+29
1.000000,  0.00,     3700.0,   0.2243E+29
1.000000,  0.00,     3705.0,   0.2048E+29
1.000000,  0.00,     3710.0,   0.1993E+29
1.000000,  0.00,     3715.0,   0.2020E+29
1.000000,  0.00,     3720.0,   0.1813E+29
1.000000,  0.00,     3725.0,   0.1731E+29
1.000000,  0.00,     3730.0,   0.1616E+29
1.000000,  0.00,     3735.0,   0.1442E+29
1.000000,  0.00,     3740.0,   0.1494E+29
1.000000,  0.00,     3745.0,   0.1496E+29
1.000000,  0.00,     3750.0,   0.1566E+29
1.000000,  0.00,     3755.0,   0.1783E+29
1.000000,  0.00,     3760.0,   0.1808E+29
1.000000,  0.00,     3765.0,   0.1895E+29
1.000000,  0.00,     3770.0,   0.2093E+29
1.000000,  0.00,     3775.0,   0.2309E+29
1.000000,  0.00,     3780.0,   0.2404E+29
1.000000,  0.00,     3785.0,   0.2249E+29
1.000000,  0.00,     3790.0,   0.1983E+29
1.000000,  0.00,     3795.0,   0.1858E+29
1.000000,  0.00,     3800.0,   0.1904E+29
1.000000,  0.00,     3805.0,   0.2013E+29
1.000000,  0.00,     3810.0,   0.1948E+29
1.000000,  0.00,     3815.0,   0.1682E+29
1.000000,  0.00,     3820.0,   0.1416E+29
1.000000,  0.00,     3825.0,   0.1239E+29
1.000000,  0.00,     3830.0,   0.1168E+29
1.000000,  0.00,     3835.0,   0.1184E+29
1.000000,  0.00,     3840.0,   0.1322E+29
1.000000,  0.00,     3845.0,   0.1530E+29
1.000000,  0.00,     3850.0,   0.1579E+29
1.000000,  0.00,     3855.0,   0.1506E+29
1.000000,  0.00,     3860.0,   0.1458E+29
1.000000,  0.00,     3865.0,   0.1536E+29
1.000000,  0.00,     3870.0,   0.1542E+29
1.000000,  0.00,     3875.0,   0.1583E+29
1.000000,  0.00,     3880.0,   0.1634E+29
1.000000,  0.00,     3885.0,   0.1742E+29
1.000000,  0.00,     3890.0,   0.1958E+29
