# iter, stel_vel, stel_disp, power_amp, power_slope, na_feii_amp, br_feii_amp, na_oiii5007_core_amp, na_oiii5007_core_fwhm, na_oiii5007_core_voff, na_Hb_core_amp, na_Hb_core_voff, na_oiii5007_outflow_amp, na_oiii5007_outflow_fwhm, na_oiii5007_outflow_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
1600, 149.17011049453768, 119.7626685266518, 2.3662632003888873, 0.9241497048423566, 0.45242881624984266, 6.963005800373149, 65.70994499301271, 250.94691711856078, 9.530675765765402, 49.93408679861569, 97.896651815271, 15.339061492046831, 911.3999304964839, -174.92213687782618, 16.149600501792417, 3404.7718256713124, 243.50801463526693
1700, 150.2371641155988, 120.7002561381336, 2.1834420106284753, 0.9015748768206767, 0.49492407061271454, 6.947701517446451, 65.68499341702064, 250.73964092454904, 9.50814471490417, 49.66654365281514, 98.3351228427819, 15.471027398078608, 913.9808096928598, -174.39892156446774, 16.287262508505115, 3400.4298473615927, 247.99024463536998
1800, 150.01043739032946, 121.8219633022375, 2.286036984026821, 0.9261435773432428, 0.4523434238719136, 6.956510275056138, 65.68880267131992, 251.22451260837278, 9.841326317275183, 49.75358228268739, 98.1379417375343, 15.467385160637184, 916.9288028613555, -177.8575921419373, 16.189669495071122, 3399.2789636124576, 246.08012137773943
1900, 150.83904824035082, 120.60939986580611, 2.1272978341067486, 0.9043772271192363, 0.49311300313166867, 6.903840068906838, 65.75111774520842, 252.59322181460206, 9.367259979617774, 49.67757959884156, 97.49267774606258, 15.398996071195377, 916.2263574618239, -173.77716847812198, 16.18350470143525, 3402.2077550983277, 242.95922420035117
2000, 151.15312169085783, 119.0351733743633, 2.22806154541935, 1.045716791297895, 0.49448170844019695, 6.89779133075683, 65.75116449996551, 252.11403360357383, 8.975033167731318, 49.93537074356712, 97.49776895046982, 15.27805301206768, 916.9726697271474, -175.25505521590824, 16.080281600107895, 3408.156396506332, 244.59099526512287
2100, 151.455269802473, 121.20169516430538, 2.3525525776880603, 1.0039209092027974, 0.47335845876746907, 6.900122827074984, 65.89915418228135, 252.41702320988676, 9.084453915415418, 49.844825492582444, 97.84149184392983, 15.242947903344028, 924.8206966636747, -177.0269543111332, 16.08994040235882, 3395.2538734022796, 241.7994921321938
2200, 152.17388939388476, 121.79941278777297, 2.3420849040134115, 1.0403764565939189, 0.49224811190999906, 6.905028212472068, 65.93639906722481, 252.6657386394823, 9.358536916526191, 50.0797724474583, 97.85162886079966, 15.152479745512546, 927.1925095022783, -178.32840465320982, 16.126036414234843, 3397.8541245464576, 242.34907554724046
2300, 151.18750727380305, 121.31753021254748, 2.4279876569006733, 0.9547772303612225, 0.4700764160056279, 6.90040587154728, 65.87849866697847, 252.21624981103088, 9.414596428011418, 49.82346700956951, 97.38818291744835, 15.334292092435254, 915.2364545341497, -175.77006474658168, 16.159769557263647, 3397.5286223262265, 236.4317054025512
2400, 150.4599869904979, 120.88181466041164, 2.3196856252676086, 1.046182281859528, 0.4875010909045559, 6.895989124317088, 65.85254918405354, 252.8620678856724, 9.534218258956146, 49.7704016069481, 97.66742500137784, 15.329789550176624, 915.3900284049734, -174.57582559262568, 16.220613102450766, 3399.4678796282283, 237.94252943550202
2500, 149.8183890835176, 121.15875979436302, 2.1704118869704763, 1.0426901172163001, 0.5344785266799792, 6.899774701642088, 65.69892018248547, 253.09027372668027, 9.373644778458637, 49.89463085714361, 98.04294163460662, 15.25041753137212, 914.8149405658546, -175.7076126376768, 16.20039431806779, 3402.2399127974168, 241.83511942755737
2600, 148.93976693344874, 121.59425477528694, 2.1474293015013237, 1.0165199391925008, 0.5252549578568, 6.92081630092629, 65.6047406913934, 253.67882201717867, 9.284264310179552, 49.736345323454564, 97.9315938030045, 15.245868785595494, 922.6353200001029, -176.09289098742414, 16.202323795946256, 3398.8221719705293, 246.07260905411928
2700, 150.70215489562187, 120.32744948129914, 2.1656623385622686, 1.0043933909961198, 0.5225265307346298, 6.89439996964334, 65.6839030504338, 252.70724510194995, 9.064293730757097, 49.77317440058805, 97.61007774669068, 15.239341262190305, 920.9694018971486, -175.5626857425997, 16.17669812003532, 3398.5198077702594, 242.11928947177788
2800, 150.92675515854347, 120.39542768530528, 2.2165833488872217, 0.9569272972591221, 0.5071859059030914, 6.92120918622058, 65.69433086535457, 253.01828402466018, 9.176023472083239, 49.92405088079158, 97.74691566330443, 15.258874212108315, 920.0136274737512, -177.80139432558474, 16.113942084616287, 3396.996363382632, 238.74398054218852
2900, 151.18510357917464, 121.2250152314291, 2.2588333905772315, 1.0315105708224859, 0.4456591394989524, 6.959778342144545, 65.68120350385557, 253.03006944644383, 9.548996553163967, 50.083060034814714, 97.85033841905505, 15.215846745399835, 920.1086113696986, -179.07494126468572, 16.07787292270759, 3403.5865559931435, 235.80705283462714
3000, 149.7651770183282, 121.54792017595639, 2.3620373016688028, 1.020107083814942, 0.4173534462780583, 6.957907281285236, 65.66829067327298, 253.01043406493537, 10.337399283279119, 50.03728747147756, 98.23125660492656, 15.382240937017215, 914.6849516776388, -179.47020321555812, 16.078239804518113, 3394.720159217139, 237.4568478057655
3100, 147.78784231049787, 121.32932424709394, 2.348263511159539, 1.1185681924242976, 0.4206383557981149, 6.963160617674761, 65.60315693372334, 252.49257255018213, 10.113257467182262, 50.06155353510239, 98.66021511954266, 15.297912800682125, 914.7059986923562, -178.9176240430248, 16.157171600095104, 3400.0074885931676, 238.84217378570858
