#Simple stellar population models from Maraston et al. 2009, MNRAS, 394, L107
#based on the population synthesis code and energetics of Maraston (2005) and 
#the empirical stellar library by Pickles 1998. TP-AGB as in Maraston (2005) 
#
#   t(Gyr),  [Z/H],  lambda(AA),   Flux (Lsun/AA)
0.400000,  0.00,     2965.0,   0.5072E+30
0.400000,  0.00,     2970.0,   0.5003E+30
0.400000,  0.00,     2975.0,   0.5074E+30
0.400000,  0.00,     2980.0,   0.5123E+30
0.400000,  0.00,     2985.0,   0.4980E+30
0.400000,  0.00,     2990.0,   0.5022E+30
0.400000,  0.00,     2995.0,   0.5078E+30
0.400000,  0.00,     3000.0,   0.5050E+30
0.400000,  0.00,     3005.0,   0.4911E+30
0.400000,  0.00,     3010.0,   0.5065E+30
0.400000,  0.00,     3015.0,   0.5068E+30
0.400000,  0.00,     3020.0,   0.4899E+30
0.400000,  0.00,     3025.0,   0.4878E+30
0.400000,  0.00,     3030.0,   0.4990E+30
0.400000,  0.00,     3035.0,   0.5001E+30
0.400000,  0.00,     3040.0,   0.5065E+30
0.400000,  0.00,     3045.0,   0.5071E+30
0.400000,  0.00,     3050.0,   0.5053E+30
0.400000,  0.00,     3055.0,   0.5048E+30
0.400000,  0.00,     3060.0,   0.4939E+30
0.400000,  0.00,     3065.0,   0.4876E+30
0.400000,  0.00,     3070.0,   0.4883E+30
0.400000,  0.00,     3075.0,   0.5021E+30
0.400000,  0.00,     3080.0,   0.5215E+30
0.400000,  0.00,     3085.0,   0.5260E+30
0.400000,  0.00,     3090.0,   0.5208E+30
0.400000,  0.00,     3095.0,   0.5136E+30
0.400000,  0.00,     3100.0,   0.5013E+30
0.400000,  0.00,     3105.0,   0.4997E+30
0.400000,  0.00,     3110.0,   0.5009E+30
0.400000,  0.00,     3115.0,   0.5019E+30
0.400000,  0.00,     3120.0,   0.4942E+30
0.400000,  0.00,     3125.0,   0.5061E+30
0.400000,  0.00,     3130.0,   0.5145E+30
0.400000,  0.00,     3135.0,   0.5172E+30
0.400000,  0.00,     3140.0,   0.5282E+30
0.400000,  0.00,     3145.0,   0.5387E+30
0.400000,  0.00,     3150.0,   0.5385E+30
0.400000,  0.00,     3155.0,   0.5368E+30
0.400000,  0.00,     3160.0,   0.5309E+30
0.400000,  0.00,     3165.0,   0.5361E+30
0.400000,  0.00,     3170.0,   0.5534E+30
0.400000,  0.00,     3175.0,   0.5558E+30
0.400000,  0.00,     3180.0,   0.5351E+30
0.400000,  0.00,     3185.0,   0.5292E+30
0.400000,  0.00,     3190.0,   0.5418E+30
0.400000,  0.00,     3195.0,   0.5417E+30
0.400000,  0.00,     3200.0,   0.5479E+30
0.400000,  0.00,     3205.0,   0.5539E+30
0.400000,  0.00,     3210.0,   0.5515E+30
0.400000,  0.00,     3215.0,   0.5378E+30
0.400000,  0.00,     3220.0,   0.5211E+30
0.400000,  0.00,     3225.0,   0.5091E+30
0.400000,  0.00,     3230.0,   0.5076E+30
0.400000,  0.00,     3235.0,   0.5185E+30
0.400000,  0.00,     3240.0,   0.5291E+30
0.400000,  0.00,     3245.0,   0.5289E+30
0.400000,  0.00,     3250.0,   0.5297E+30
0.400000,  0.00,     3255.0,   0.5435E+30
0.400000,  0.00,     3260.0,   0.5581E+30
0.400000,  0.00,     3265.0,   0.5601E+30
0.400000,  0.00,     3270.0,   0.5525E+30
0.400000,  0.00,     3275.0,   0.5424E+30
0.400000,  0.00,     3280.0,   0.5371E+30
0.400000,  0.00,     3285.0,   0.5422E+30
0.400000,  0.00,     3290.0,   0.5544E+30
0.400000,  0.00,     3295.0,   0.5676E+30
0.400000,  0.00,     3300.0,   0.5725E+30
0.400000,  0.00,     3305.0,   0.5631E+30
0.400000,  0.00,     3310.0,   0.5506E+30
0.400000,  0.00,     3315.0,   0.5468E+30
0.400000,  0.00,     3320.0,   0.5479E+30
0.400000,  0.00,     3325.0,   0.5477E+30
0.400000,  0.00,     3330.0,   0.5456E+30
0.400000,  0.00,     3335.0,   0.5426E+30
0.400000,  0.00,     3340.0,   0.5419E+30
0.400000,  0.00,     3345.0,   0.5453E+30
0.400000,  0.00,     3350.0,   0.5485E+30
0.400000,  0.00,     3355.0,   0.5465E+30
0.400000,  0.00,     3360.0,   0.5397E+30
0.400000,  0.00,     3365.0,   0.5308E+30
0.400000,  0.00,     3370.0,   0.5246E+30
0.400000,  0.00,     3375.0,   0.5253E+30
0.400000,  0.00,     3380.0,   0.5306E+30
0.400000,  0.00,     3385.0,   0.5366E+30
0.400000,  0.00,     3390.0,   0.5412E+30
0.400000,  0.00,     3395.0,   0.5432E+30
0.400000,  0.00,     3400.0,   0.5442E+30
0.400000,  0.00,     3405.0,   0.5458E+30
0.400000,  0.00,     3410.0,   0.5477E+30
0.400000,  0.00,     3415.0,   0.5492E+30
0.400000,  0.00,     3420.0,   0.5503E+30
0.400000,  0.00,     3425.0,   0.5504E+30
0.400000,  0.00,     3430.0,   0.5464E+30
0.400000,  0.00,     3435.0,   0.5366E+30
0.400000,  0.00,     3440.0,   0.5280E+30
0.400000,  0.00,     3445.0,   0.5271E+30
0.400000,  0.00,     3450.0,   0.5311E+30
0.400000,  0.00,     3455.0,   0.5354E+30
0.400000,  0.00,     3460.0,   0.5366E+30
0.400000,  0.00,     3465.0,   0.5330E+30
0.400000,  0.00,     3470.0,   0.5285E+30
0.400000,  0.00,     3475.0,   0.5271E+30
0.400000,  0.00,     3480.0,   0.5270E+30
0.400000,  0.00,     3485.0,   0.5254E+30
0.400000,  0.00,     3490.0,   0.5233E+30
0.400000,  0.00,     3495.0,   0.5231E+30
0.400000,  0.00,     3500.0,   0.5275E+30
0.400000,  0.00,     3505.0,   0.5374E+30
0.400000,  0.00,     3510.0,   0.5378E+30
0.400000,  0.00,     3515.0,   0.5347E+30
0.400000,  0.00,     3520.0,   0.5308E+30
0.400000,  0.00,     3525.0,   0.5312E+30
0.400000,  0.00,     3530.0,   0.5413E+30
0.400000,  0.00,     3535.0,   0.5514E+30
0.400000,  0.00,     3540.0,   0.5540E+30
0.400000,  0.00,     3545.0,   0.5526E+30
0.400000,  0.00,     3550.0,   0.5463E+30
0.400000,  0.00,     3555.0,   0.5382E+30
0.400000,  0.00,     3560.0,   0.5289E+30
0.400000,  0.00,     3565.0,   0.5127E+30
0.400000,  0.00,     3570.0,   0.5014E+30
0.400000,  0.00,     3575.0,   0.4986E+30
0.400000,  0.00,     3580.0,   0.4944E+30
0.400000,  0.00,     3585.0,   0.4927E+30
0.400000,  0.00,     3590.0,   0.5074E+30
0.400000,  0.00,     3595.0,   0.5305E+30
0.400000,  0.00,     3600.0,   0.5388E+30
0.400000,  0.00,     3605.0,   0.5280E+30
0.400000,  0.00,     3610.0,   0.5130E+30
0.400000,  0.00,     3615.0,   0.5152E+30
0.400000,  0.00,     3620.0,   0.5268E+30
0.400000,  0.00,     3625.0,   0.5476E+30
0.400000,  0.00,     3630.0,   0.5460E+30
0.400000,  0.00,     3635.0,   0.5420E+30
0.400000,  0.00,     3640.0,   0.5521E+30
0.400000,  0.00,     3645.0,   0.5500E+30
0.400000,  0.00,     3650.0,   0.5574E+30
0.400000,  0.00,     3655.0,   0.5830E+30
0.400000,  0.00,     3660.0,   0.5935E+30
0.400000,  0.00,     3665.0,   0.5867E+30
0.400000,  0.00,     3670.0,   0.5800E+30
0.400000,  0.00,     3675.0,   0.5703E+30
0.400000,  0.00,     3680.0,   0.5576E+30
0.400000,  0.00,     3685.0,   0.5575E+30
0.400000,  0.00,     3690.0,   0.5699E+30
0.400000,  0.00,     3695.0,   0.5811E+30
0.400000,  0.00,     3700.0,   0.5868E+30
0.400000,  0.00,     3705.0,   0.5707E+30
0.400000,  0.00,     3710.0,   0.5781E+30
0.400000,  0.00,     3715.0,   0.6044E+30
0.400000,  0.00,     3720.0,   0.5921E+30
0.400000,  0.00,     3725.0,   0.6055E+30
0.400000,  0.00,     3730.0,   0.6090E+30
0.400000,  0.00,     3735.0,   0.5701E+30
0.400000,  0.00,     3740.0,   0.6394E+30
0.400000,  0.00,     3745.0,   0.6324E+30
0.400000,  0.00,     3750.0,   0.5797E+30
0.400000,  0.00,     3755.0,   0.6756E+30
0.400000,  0.00,     3760.0,   0.7393E+30
0.400000,  0.00,     3765.0,   0.6986E+30
0.400000,  0.00,     3770.0,   0.6345E+30
0.400000,  0.00,     3775.0,   0.7422E+30
0.400000,  0.00,     3780.0,   0.8970E+30
0.400000,  0.00,     3785.0,   0.9288E+30
0.400000,  0.00,     3790.0,   0.8221E+30
0.400000,  0.00,     3795.0,   0.6726E+30
0.400000,  0.00,     3800.0,   0.6768E+30
0.400000,  0.00,     3805.0,   0.8502E+30
0.400000,  0.00,     3810.0,   0.9903E+30
0.400000,  0.00,     3815.0,   0.1028E+31
0.400000,  0.00,     3820.0,   0.9895E+30
0.400000,  0.00,     3825.0,   0.8640E+30
0.400000,  0.00,     3830.0,   0.6901E+30
0.400000,  0.00,     3835.0,   0.5830E+30
0.400000,  0.00,     3840.0,   0.7028E+30
0.400000,  0.00,     3845.0,   0.8994E+30
0.400000,  0.00,     3850.0,   0.1041E+31
0.400000,  0.00,     3855.0,   0.1117E+31
0.400000,  0.00,     3860.0,   0.1154E+31
0.400000,  0.00,     3865.0,   0.1178E+31
0.400000,  0.00,     3870.0,   0.1134E+31
0.400000,  0.00,     3875.0,   0.1024E+31
0.400000,  0.00,     3880.0,   0.8751E+30
0.400000,  0.00,     3885.0,   0.6976E+30
0.400000,  0.00,     3890.0,   0.6491E+30
