#Simple stellar population models from Maraston et al. 2009, MNRAS, 394, L107
#based on the population synthesis code and energetics of Maraston (2005) and 
#the empirical stellar library by Pickles 1998. TP-AGB as in Maraston (2005) 
#
#   t(Gyr),  [Z/H],  lambda(AA),   Flux (Lsun/AA)
3.000000,  0.00,     7315.0,   0.5277E+29
3.000000,  0.00,     7320.0,   0.5300E+29
3.000000,  0.00,     7325.0,   0.5320E+29
3.000000,  0.00,     7330.0,   0.5348E+29
3.000000,  0.00,     7335.0,   0.5410E+29
3.000000,  0.00,     7340.0,   0.5448E+29
3.000000,  0.00,     7345.0,   0.5405E+29
3.000000,  0.00,     7350.0,   0.5355E+29
3.000000,  0.00,     7355.0,   0.5294E+29
3.000000,  0.00,     7360.0,   0.5298E+29
3.000000,  0.00,     7365.0,   0.5336E+29
3.000000,  0.00,     7370.0,   0.5401E+29
3.000000,  0.00,     7375.0,   0.5461E+29
3.000000,  0.00,     7380.0,   0.5470E+29
3.000000,  0.00,     7385.0,   0.5405E+29
3.000000,  0.00,     7390.0,   0.5392E+29
3.000000,  0.00,     7395.0,   0.5456E+29
3.000000,  0.00,     7400.0,   0.5464E+29
3.000000,  0.00,     7405.0,   0.5471E+29
3.000000,  0.00,     7410.0,   0.5426E+29
3.000000,  0.00,     7415.0,   0.5404E+29
3.000000,  0.00,     7420.0,   0.5431E+29
3.000000,  0.00,     7425.0,   0.5505E+29
3.000000,  0.00,     7430.0,   0.5566E+29
3.000000,  0.00,     7435.0,   0.5575E+29
3.000000,  0.00,     7440.0,   0.5537E+29
3.000000,  0.00,     7445.0,   0.5487E+29
3.000000,  0.00,     7450.0,   0.5512E+29
3.000000,  0.00,     7455.0,   0.5533E+29
3.000000,  0.00,     7460.0,   0.5505E+29
3.000000,  0.00,     7465.0,   0.5531E+29
3.000000,  0.00,     7470.0,   0.5572E+29
3.000000,  0.00,     7475.0,   0.5555E+29
3.000000,  0.00,     7480.0,   0.5550E+29
3.000000,  0.00,     7485.0,   0.5544E+29
3.000000,  0.00,     7490.0,   0.5511E+29
3.000000,  0.00,     7495.0,   0.5485E+29
3.000000,  0.00,     7500.0,   0.5553E+29
3.000000,  0.00,     7505.0,   0.5568E+29
3.000000,  0.00,     7510.0,   0.5548E+29
3.000000,  0.00,     7515.0,   0.5578E+29
3.000000,  0.00,     7520.0,   0.5575E+29
3.000000,  0.00,     7525.0,   0.5531E+29
3.000000,  0.00,     7530.0,   0.5530E+29
3.000000,  0.00,     7535.0,   0.5566E+29
3.000000,  0.00,     7540.0,   0.5590E+29
3.000000,  0.00,     7545.0,   0.5584E+29
3.000000,  0.00,     7550.0,   0.5584E+29
3.000000,  0.00,     7555.0,   0.5583E+29
3.000000,  0.00,     7560.0,   0.5584E+29
3.000000,  0.00,     7565.0,   0.5583E+29
3.000000,  0.00,     7570.0,   0.5575E+29
3.000000,  0.00,     7575.0,   0.5555E+29
3.000000,  0.00,     7580.0,   0.5523E+29
3.000000,  0.00,     7585.0,   0.5477E+29
3.000000,  0.00,     7590.0,   0.5435E+29
3.000000,  0.00,     7595.0,   0.5413E+29
3.000000,  0.00,     7600.0,   0.5404E+29
3.000000,  0.00,     7605.0,   0.5400E+29
3.000000,  0.00,     7610.0,   0.5394E+29
3.000000,  0.00,     7615.0,   0.5383E+29
3.000000,  0.00,     7620.0,   0.5377E+29
3.000000,  0.00,     7625.0,   0.5359E+29
3.000000,  0.00,     7630.0,   0.5323E+29
3.000000,  0.00,     7635.0,   0.5291E+29
3.000000,  0.00,     7640.0,   0.5263E+29
3.000000,  0.00,     7645.0,   0.5239E+29
3.000000,  0.00,     7650.0,   0.5219E+29
3.000000,  0.00,     7655.0,   0.5201E+29
3.000000,  0.00,     7660.0,   0.5187E+29
3.000000,  0.00,     7665.0,   0.5181E+29
3.000000,  0.00,     7670.0,   0.5189E+29
3.000000,  0.00,     7675.0,   0.5194E+29
3.000000,  0.00,     7680.0,   0.5193E+29
3.000000,  0.00,     7685.0,   0.5186E+29
3.000000,  0.00,     7690.0,   0.5176E+29
3.000000,  0.00,     7695.0,   0.5164E+29
3.000000,  0.00,     7700.0,   0.5161E+29
3.000000,  0.00,     7705.0,   0.5159E+29
3.000000,  0.00,     7710.0,   0.5157E+29
3.000000,  0.00,     7715.0,   0.5159E+29
3.000000,  0.00,     7720.0,   0.5168E+29
3.000000,  0.00,     7725.0,   0.5174E+29
3.000000,  0.00,     7730.0,   0.5191E+29
3.000000,  0.00,     7735.0,   0.5228E+29
3.000000,  0.00,     7740.0,   0.5222E+29
3.000000,  0.00,     7745.0,   0.5149E+29
3.000000,  0.00,     7750.0,   0.5121E+29
3.000000,  0.00,     7755.0,   0.5196E+29
3.000000,  0.00,     7760.0,   0.5225E+29
3.000000,  0.00,     7765.0,   0.5219E+29
3.000000,  0.00,     7770.0,   0.5191E+29
3.000000,  0.00,     7775.0,   0.5159E+29
3.000000,  0.00,     7780.0,   0.5129E+29
3.000000,  0.00,     7785.0,   0.5135E+29
3.000000,  0.00,     7790.0,   0.5171E+29
3.000000,  0.00,     7795.0,   0.5211E+29
3.000000,  0.00,     7800.0,   0.5235E+29
3.000000,  0.00,     7805.0,   0.5252E+29
3.000000,  0.00,     7810.0,   0.5240E+29
3.000000,  0.00,     7815.0,   0.5261E+29
3.000000,  0.00,     7820.0,   0.5264E+29
3.000000,  0.00,     7825.0,   0.5240E+29
3.000000,  0.00,     7830.0,   0.5165E+29
3.000000,  0.00,     7835.0,   0.5106E+29
3.000000,  0.00,     7840.0,   0.5142E+29
3.000000,  0.00,     7845.0,   0.5161E+29
3.000000,  0.00,     7850.0,   0.5161E+29
3.000000,  0.00,     7855.0,   0.5179E+29
3.000000,  0.00,     7860.0,   0.5210E+29
3.000000,  0.00,     7865.0,   0.5200E+29
3.000000,  0.00,     7870.0,   0.5178E+29
3.000000,  0.00,     7875.0,   0.5163E+29
3.000000,  0.00,     7880.0,   0.5171E+29
3.000000,  0.00,     7885.0,   0.5194E+29
3.000000,  0.00,     7890.0,   0.5188E+29
3.000000,  0.00,     7895.0,   0.5116E+29
3.000000,  0.00,     7900.0,   0.5072E+29
3.000000,  0.00,     7905.0,   0.5045E+29
3.000000,  0.00,     7910.0,   0.5012E+29
3.000000,  0.00,     7915.0,   0.4998E+29
3.000000,  0.00,     7920.0,   0.5031E+29
3.000000,  0.00,     7925.0,   0.5064E+29
3.000000,  0.00,     7930.0,   0.5055E+29
3.000000,  0.00,     7935.0,   0.5025E+29
3.000000,  0.00,     7940.0,   0.4995E+29
3.000000,  0.00,     7945.0,   0.4980E+29
3.000000,  0.00,     7950.0,   0.5030E+29
3.000000,  0.00,     7955.0,   0.5079E+29
3.000000,  0.00,     7960.0,   0.5098E+29
3.000000,  0.00,     7965.0,   0.5125E+29
3.000000,  0.00,     7970.0,   0.5162E+29
3.000000,  0.00,     7975.0,   0.5178E+29
3.000000,  0.00,     7980.0,   0.5179E+29
3.000000,  0.00,     7985.0,   0.5180E+29
3.000000,  0.00,     7990.0,   0.5165E+29
3.000000,  0.00,     7995.0,   0.5121E+29
3.000000,  0.00,     8000.0,   0.5093E+29
3.000000,  0.00,     8005.0,   0.5143E+29
3.000000,  0.00,     8010.0,   0.5175E+29
3.000000,  0.00,     8015.0,   0.5210E+29
3.000000,  0.00,     8020.0,   0.5204E+29
3.000000,  0.00,     8025.0,   0.5134E+29
3.000000,  0.00,     8030.0,   0.5128E+29
3.000000,  0.00,     8035.0,   0.5191E+29
3.000000,  0.00,     8040.0,   0.5190E+29
3.000000,  0.00,     8045.0,   0.5144E+29
3.000000,  0.00,     8050.0,   0.5157E+29
3.000000,  0.00,     8055.0,   0.5241E+29
3.000000,  0.00,     8060.0,   0.5287E+29
3.000000,  0.00,     8065.0,   0.5260E+29
3.000000,  0.00,     8070.0,   0.5216E+29
3.000000,  0.00,     8075.0,   0.5210E+29
3.000000,  0.00,     8080.0,   0.5211E+29
3.000000,  0.00,     8085.0,   0.5195E+29
3.000000,  0.00,     8090.0,   0.5162E+29
3.000000,  0.00,     8095.0,   0.5128E+29
3.000000,  0.00,     8100.0,   0.5142E+29
3.000000,  0.00,     8105.0,   0.5167E+29
3.000000,  0.00,     8110.0,   0.5173E+29
3.000000,  0.00,     8115.0,   0.5164E+29
3.000000,  0.00,     8120.0,   0.5195E+29
3.000000,  0.00,     8125.0,   0.5237E+29
3.000000,  0.00,     8130.0,   0.5250E+29
3.000000,  0.00,     8135.0,   0.5252E+29
3.000000,  0.00,     8140.0,   0.5253E+29
3.000000,  0.00,     8145.0,   0.5234E+29
3.000000,  0.00,     8150.0,   0.5225E+29
3.000000,  0.00,     8155.0,   0.5232E+29
3.000000,  0.00,     8160.0,   0.5206E+29
3.000000,  0.00,     8165.0,   0.5181E+29
3.000000,  0.00,     8170.0,   0.5214E+29
3.000000,  0.00,     8175.0,   0.5209E+29
3.000000,  0.00,     8180.0,   0.5150E+29
3.000000,  0.00,     8185.0,   0.5119E+29
3.000000,  0.00,     8190.0,   0.5127E+29
3.000000,  0.00,     8195.0,   0.5095E+29
3.000000,  0.00,     8200.0,   0.5108E+29
3.000000,  0.00,     8205.0,   0.5176E+29
3.000000,  0.00,     8210.0,   0.5202E+29
3.000000,  0.00,     8215.0,   0.5199E+29
3.000000,  0.00,     8220.0,   0.5170E+29
3.000000,  0.00,     8225.0,   0.5125E+29
3.000000,  0.00,     8230.0,   0.5067E+29
3.000000,  0.00,     8235.0,   0.5132E+29
3.000000,  0.00,     8240.0,   0.5214E+29
3.000000,  0.00,     8245.0,   0.5231E+29
3.000000,  0.00,     8250.0,   0.5247E+29
3.000000,  0.00,     8255.0,   0.5214E+29
3.000000,  0.00,     8260.0,   0.5240E+29
3.000000,  0.00,     8265.0,   0.5279E+29
3.000000,  0.00,     8270.0,   0.5273E+29
3.000000,  0.00,     8275.0,   0.5219E+29
3.000000,  0.00,     8280.0,   0.5192E+29
3.000000,  0.00,     8285.0,   0.5157E+29
3.000000,  0.00,     8290.0,   0.5108E+29
3.000000,  0.00,     8295.0,   0.5069E+29
3.000000,  0.00,     8300.0,   0.5046E+29
3.000000,  0.00,     8305.0,   0.5011E+29
3.000000,  0.00,     8310.0,   0.5012E+29
3.000000,  0.00,     8315.0,   0.5049E+29
3.000000,  0.00,     8320.0,   0.5048E+29
3.000000,  0.00,     8325.0,   0.5029E+29
3.000000,  0.00,     8330.0,   0.4995E+29
3.000000,  0.00,     8335.0,   0.4983E+29
3.000000,  0.00,     8340.0,   0.4977E+29
3.000000,  0.00,     8345.0,   0.4994E+29
3.000000,  0.00,     8350.0,   0.5013E+29
3.000000,  0.00,     8355.0,   0.5048E+29
3.000000,  0.00,     8360.0,   0.5051E+29
3.000000,  0.00,     8365.0,   0.5046E+29
3.000000,  0.00,     8370.0,   0.5052E+29
3.000000,  0.00,     8375.0,   0.5025E+29
3.000000,  0.00,     8380.0,   0.4961E+29
3.000000,  0.00,     8385.0,   0.4893E+29
3.000000,  0.00,     8390.0,   0.4906E+29
3.000000,  0.00,     8395.0,   0.4972E+29
3.000000,  0.00,     8400.0,   0.5007E+29
3.000000,  0.00,     8405.0,   0.5042E+29
3.000000,  0.00,     8410.0,   0.5042E+29
3.000000,  0.00,     8415.0,   0.5026E+29
3.000000,  0.00,     8420.0,   0.5005E+29
3.000000,  0.00,     8425.0,   0.4949E+29
3.000000,  0.00,     8430.0,   0.4929E+29
3.000000,  0.00,     8435.0,   0.4858E+29
3.000000,  0.00,     8440.0,   0.4866E+29
3.000000,  0.00,     8445.0,   0.4911E+29
3.000000,  0.00,     8450.0,   0.4937E+29
3.000000,  0.00,     8455.0,   0.4948E+29
3.000000,  0.00,     8460.0,   0.4938E+29
3.000000,  0.00,     8465.0,   0.4885E+29
3.000000,  0.00,     8470.0,   0.4861E+29
3.000000,  0.00,     8475.0,   0.4917E+29
3.000000,  0.00,     8480.0,   0.4943E+29
3.000000,  0.00,     8485.0,   0.4935E+29
3.000000,  0.00,     8490.0,   0.4858E+29
3.000000,  0.00,     8495.0,   0.4590E+29
3.000000,  0.00,     8500.0,   0.4455E+29
3.000000,  0.00,     8505.0,   0.4637E+29
3.000000,  0.00,     8510.0,   0.4747E+29
3.000000,  0.00,     8515.0,   0.4738E+29
3.000000,  0.00,     8520.0,   0.4772E+29
3.000000,  0.00,     8525.0,   0.4770E+29
3.000000,  0.00,     8530.0,   0.4670E+29
3.000000,  0.00,     8535.0,   0.4425E+29
3.000000,  0.00,     8540.0,   0.4019E+29
3.000000,  0.00,     8545.0,   0.4018E+29
3.000000,  0.00,     8550.0,   0.4403E+29
3.000000,  0.00,     8555.0,   0.4665E+29
3.000000,  0.00,     8560.0,   0.4800E+29
3.000000,  0.00,     8565.0,   0.4856E+29
3.000000,  0.00,     8570.0,   0.4860E+29
3.000000,  0.00,     8575.0,   0.4855E+29
3.000000,  0.00,     8580.0,   0.4850E+29
3.000000,  0.00,     8585.0,   0.4851E+29
3.000000,  0.00,     8590.0,   0.4859E+29
3.000000,  0.00,     8595.0,   0.4849E+29
3.000000,  0.00,     8600.0,   0.4847E+29
3.000000,  0.00,     8605.0,   0.4847E+29
3.000000,  0.00,     8610.0,   0.4821E+29
3.000000,  0.00,     8615.0,   0.4829E+29
3.000000,  0.00,     8620.0,   0.4854E+29
3.000000,  0.00,     8625.0,   0.4894E+29
3.000000,  0.00,     8630.0,   0.4931E+29
3.000000,  0.00,     8635.0,   0.4967E+29
3.000000,  0.00,     8640.0,   0.4978E+29
3.000000,  0.00,     8645.0,   0.4931E+29
3.000000,  0.00,     8650.0,   0.4816E+29
3.000000,  0.00,     8655.0,   0.4631E+29
3.000000,  0.00,     8660.0,   0.4287E+29
3.000000,  0.00,     8665.0,   0.4239E+29
3.000000,  0.00,     8670.0,   0.4510E+29
3.000000,  0.00,     8675.0,   0.4664E+29
3.000000,  0.00,     8680.0,   0.4788E+29
3.000000,  0.00,     8685.0,   0.4806E+29
3.000000,  0.00,     8690.0,   0.4804E+29
3.000000,  0.00,     8695.0,   0.4904E+29
3.000000,  0.00,     8700.0,   0.4931E+29
3.000000,  0.00,     8705.0,   0.4981E+29
3.000000,  0.00,     8710.0,   0.4992E+29
3.000000,  0.00,     8715.0,   0.5009E+29
3.000000,  0.00,     8720.0,   0.5045E+29
3.000000,  0.00,     8725.0,   0.5036E+29
3.000000,  0.00,     8730.0,   0.5020E+29
3.000000,  0.00,     8735.0,   0.5000E+29
3.000000,  0.00,     8740.0,   0.5002E+29
3.000000,  0.00,     8745.0,   0.5022E+29
3.000000,  0.00,     8750.0,   0.4998E+29
3.000000,  0.00,     8755.0,   0.4970E+29
3.000000,  0.00,     8760.0,   0.4956E+29
3.000000,  0.00,     8765.0,   0.4929E+29
3.000000,  0.00,     8770.0,   0.4915E+29
3.000000,  0.00,     8775.0,   0.4946E+29
3.000000,  0.00,     8780.0,   0.4995E+29
3.000000,  0.00,     8785.0,   0.5007E+29
3.000000,  0.00,     8790.0,   0.4972E+29
3.000000,  0.00,     8795.0,   0.4944E+29
3.000000,  0.00,     8800.0,   0.4912E+29
3.000000,  0.00,     8805.0,   0.4799E+29
3.000000,  0.00,     8810.0,   0.4846E+29
3.000000,  0.00,     8815.0,   0.4968E+29
3.000000,  0.00,     8820.0,   0.4968E+29
3.000000,  0.00,     8825.0,   0.4951E+29
3.000000,  0.00,     8830.0,   0.5017E+29
3.000000,  0.00,     8835.0,   0.5027E+29
3.000000,  0.00,     8840.0,   0.5038E+29
3.000000,  0.00,     8845.0,   0.5088E+29
3.000000,  0.00,     8850.0,   0.5098E+29
3.000000,  0.00,     8855.0,   0.5062E+29
3.000000,  0.00,     8860.0,   0.4948E+29
3.000000,  0.00,     8865.0,   0.4844E+29
3.000000,  0.00,     8870.0,   0.4804E+29
3.000000,  0.00,     8875.0,   0.4805E+29
3.000000,  0.00,     8880.0,   0.4816E+29
3.000000,  0.00,     8885.0,   0.4866E+29
3.000000,  0.00,     8890.0,   0.4894E+29
3.000000,  0.00,     8895.0,   0.4921E+29
3.000000,  0.00,     8900.0,   0.4951E+29
3.000000,  0.00,     8905.0,   0.4964E+29
3.000000,  0.00,     8910.0,   0.4943E+29
3.000000,  0.00,     8915.0,   0.4909E+29
3.000000,  0.00,     8920.0,   0.4858E+29
3.000000,  0.00,     8925.0,   0.4811E+29
3.000000,  0.00,     8930.0,   0.4786E+29
3.000000,  0.00,     8935.0,   0.4794E+29
3.000000,  0.00,     8940.0,   0.4789E+29
3.000000,  0.00,     8945.0,   0.4779E+29
3.000000,  0.00,     8950.0,   0.4804E+29
3.000000,  0.00,     8955.0,   0.4837E+29
3.000000,  0.00,     8960.0,   0.4859E+29
3.000000,  0.00,     8965.0,   0.4844E+29
3.000000,  0.00,     8970.0,   0.4852E+29
3.000000,  0.00,     8975.0,   0.4849E+29
3.000000,  0.00,     8980.0,   0.4852E+29
3.000000,  0.00,     8985.0,   0.4815E+29
3.000000,  0.00,     8990.0,   0.4758E+29
3.000000,  0.00,     8995.0,   0.4804E+29
3.000000,  0.00,     9000.0,   0.4786E+29
3.000000,  0.00,     9005.0,   0.4771E+29
3.000000,  0.00,     9010.0,   0.4755E+29
3.000000,  0.00,     9015.0,   0.4758E+29
3.000000,  0.00,     9020.0,   0.4804E+29
3.000000,  0.00,     9025.0,   0.4856E+29
3.000000,  0.00,     9030.0,   0.4953E+29
3.000000,  0.00,     9035.0,   0.5025E+29
3.000000,  0.00,     9040.0,   0.5048E+29
3.000000,  0.00,     9045.0,   0.5030E+29
3.000000,  0.00,     9050.0,   0.5009E+29
3.000000,  0.00,     9055.0,   0.4981E+29
3.000000,  0.00,     9060.0,   0.4956E+29
3.000000,  0.00,     9065.0,   0.4919E+29
3.000000,  0.00,     9070.0,   0.4880E+29
3.000000,  0.00,     9075.0,   0.4841E+29
3.000000,  0.00,     9080.0,   0.4805E+29
3.000000,  0.00,     9085.0,   0.4767E+29
3.000000,  0.00,     9090.0,   0.4747E+29
3.000000,  0.00,     9095.0,   0.4782E+29
3.000000,  0.00,     9100.0,   0.4787E+29
3.000000,  0.00,     9105.0,   0.4806E+29
3.000000,  0.00,     9110.0,   0.4807E+29
3.000000,  0.00,     9115.0,   0.4793E+29
3.000000,  0.00,     9120.0,   0.4763E+29
3.000000,  0.00,     9125.0,   0.4792E+29
3.000000,  0.00,     9130.0,   0.4762E+29
3.000000,  0.00,     9135.0,   0.4716E+29
3.000000,  0.00,     9140.0,   0.4698E+29
3.000000,  0.00,     9145.0,   0.4689E+29
3.000000,  0.00,     9150.0,   0.4661E+29
3.000000,  0.00,     9155.0,   0.4626E+29
3.000000,  0.00,     9160.0,   0.4646E+29
3.000000,  0.00,     9165.0,   0.4655E+29
3.000000,  0.00,     9170.0,   0.4615E+29
3.000000,  0.00,     9175.0,   0.4595E+29
3.000000,  0.00,     9180.0,   0.4647E+29
3.000000,  0.00,     9185.0,   0.4688E+29
3.000000,  0.00,     9190.0,   0.4710E+29
3.000000,  0.00,     9195.0,   0.4725E+29
3.000000,  0.00,     9200.0,   0.4734E+29
3.000000,  0.00,     9205.0,   0.4734E+29
3.000000,  0.00,     9210.0,   0.4708E+29
3.000000,  0.00,     9215.0,   0.4698E+29
3.000000,  0.00,     9220.0,   0.4714E+29
3.000000,  0.00,     9225.0,   0.4719E+29
3.000000,  0.00,     9230.0,   0.4695E+29
3.000000,  0.00,     9235.0,   0.4663E+29
3.000000,  0.00,     9240.0,   0.4625E+29
3.000000,  0.00,     9245.0,   0.4589E+29
3.000000,  0.00,     9250.0,   0.4562E+29
3.000000,  0.00,     9255.0,   0.4553E+29
3.000000,  0.00,     9260.0,   0.4575E+29
3.000000,  0.00,     9265.0,   0.4624E+29
3.000000,  0.00,     9270.0,   0.4675E+29
3.000000,  0.00,     9275.0,   0.4688E+29
3.000000,  0.00,     9280.0,   0.4674E+29
3.000000,  0.00,     9285.0,   0.4666E+29
3.000000,  0.00,     9290.0,   0.4632E+29
3.000000,  0.00,     9295.0,   0.4597E+29
3.000000,  0.00,     9300.0,   0.4555E+29
3.000000,  0.00,     9305.0,   0.4509E+29
3.000000,  0.00,     9310.0,   0.4459E+29
3.000000,  0.00,     9315.0,   0.4402E+29
3.000000,  0.00,     9320.0,   0.4379E+29
3.000000,  0.00,     9325.0,   0.4399E+29
3.000000,  0.00,     9330.0,   0.4458E+29
3.000000,  0.00,     9335.0,   0.4454E+29
3.000000,  0.00,     9340.0,   0.4434E+29
3.000000,  0.00,     9345.0,   0.4393E+29
3.000000,  0.00,     9350.0,   0.4444E+29
3.000000,  0.00,     9355.0,   0.4353E+29
3.000000,  0.00,     9360.0,   0.4356E+29
3.000000,  0.00,     9365.0,   0.4419E+29
3.000000,  0.00,     9370.0,   0.4423E+29
3.000000,  0.00,     9375.0,   0.4517E+29
3.000000,  0.00,     9380.0,   0.4583E+29
3.000000,  0.00,     9385.0,   0.4699E+29
3.000000,  0.00,     9390.0,   0.4820E+29
3.000000,  0.00,     9395.0,   0.4896E+29
3.000000,  0.00,     9400.0,   0.4857E+29
3.000000,  0.00,     9405.0,   0.4774E+29
3.000000,  0.00,     9410.0,   0.4629E+29
3.000000,  0.00,     9415.0,   0.4518E+29
3.000000,  0.00,     9420.0,   0.4427E+29
3.000000,  0.00,     9425.0,   0.4328E+29
3.000000,  0.00,     9430.0,   0.4236E+29
3.000000,  0.00,     9435.0,   0.4263E+29
3.000000,  0.00,     9440.0,   0.4198E+29
3.000000,  0.00,     9445.0,   0.4255E+29
3.000000,  0.00,     9450.0,   0.4366E+29
3.000000,  0.00,     9455.0,   0.4384E+29
3.000000,  0.00,     9460.0,   0.4413E+29
3.000000,  0.00,     9465.0,   0.4494E+29
3.000000,  0.00,     9470.0,   0.4538E+29
3.000000,  0.00,     9475.0,   0.4538E+29
3.000000,  0.00,     9480.0,   0.4490E+29
3.000000,  0.00,     9485.0,   0.4510E+29
3.000000,  0.00,     9490.0,   0.4541E+29
3.000000,  0.00,     9495.0,   0.4457E+29
3.000000,  0.00,     9500.0,   0.4421E+29
3.000000,  0.00,     9505.0,   0.4522E+29
3.000000,  0.00,     9510.0,   0.4626E+29
3.000000,  0.00,     9515.0,   0.4621E+29
3.000000,  0.00,     9520.0,   0.4604E+29
3.000000,  0.00,     9525.0,   0.4646E+29
3.000000,  0.00,     9530.0,   0.4700E+29
3.000000,  0.00,     9535.0,   0.4706E+29
3.000000,  0.00,     9540.0,   0.4662E+29
3.000000,  0.00,     9545.0,   0.4592E+29
3.000000,  0.00,     9550.0,   0.4587E+29
3.000000,  0.00,     9555.0,   0.4524E+29
3.000000,  0.00,     9560.0,   0.4543E+29
3.000000,  0.00,     9565.0,   0.4499E+29
3.000000,  0.00,     9570.0,   0.4489E+29
3.000000,  0.00,     9575.0,   0.4496E+29
3.000000,  0.00,     9580.0,   0.4450E+29
3.000000,  0.00,     9585.0,   0.4417E+29
3.000000,  0.00,     9590.0,   0.4405E+29
3.000000,  0.00,     9595.0,   0.4410E+29
3.000000,  0.00,     9600.0,   0.4450E+29
3.000000,  0.00,     9605.0,   0.4479E+29
3.000000,  0.00,     9610.0,   0.4519E+29
3.000000,  0.00,     9615.0,   0.4558E+29
3.000000,  0.00,     9620.0,   0.4549E+29
3.000000,  0.00,     9625.0,   0.4542E+29
3.000000,  0.00,     9630.0,   0.4536E+29
3.000000,  0.00,     9635.0,   0.4500E+29
3.000000,  0.00,     9640.0,   0.4468E+29
3.000000,  0.00,     9645.0,   0.4452E+29
3.000000,  0.00,     9650.0,   0.4456E+29
3.000000,  0.00,     9655.0,   0.4471E+29
3.000000,  0.00,     9660.0,   0.4466E+29
3.000000,  0.00,     9665.0,   0.4468E+29
3.000000,  0.00,     9670.0,   0.4486E+29
3.000000,  0.00,     9675.0,   0.4484E+29
3.000000,  0.00,     9680.0,   0.4478E+29
3.000000,  0.00,     9685.0,   0.4487E+29
3.000000,  0.00,     9690.0,   0.4486E+29
3.000000,  0.00,     9695.0,   0.4494E+29
3.000000,  0.00,     9700.0,   0.4472E+29
3.000000,  0.00,     9705.0,   0.4477E+29
3.000000,  0.00,     9710.0,   0.4503E+29
3.000000,  0.00,     9715.0,   0.4508E+29
3.000000,  0.00,     9720.0,   0.4495E+29
3.000000,  0.00,     9725.0,   0.4484E+29
3.000000,  0.00,     9730.0,   0.4459E+29
3.000000,  0.00,     9735.0,   0.4427E+29
3.000000,  0.00,     9740.0,   0.4407E+29
3.000000,  0.00,     9745.0,   0.4383E+29
3.000000,  0.00,     9750.0,   0.4381E+29
3.000000,  0.00,     9755.0,   0.4386E+29
3.000000,  0.00,     9760.0,   0.4390E+29
3.000000,  0.00,     9765.0,   0.4383E+29
3.000000,  0.00,     9770.0,   0.4391E+29
3.000000,  0.00,     9775.0,   0.4398E+29
3.000000,  0.00,     9780.0,   0.4398E+29
3.000000,  0.00,     9785.0,   0.4391E+29
3.000000,  0.00,     9790.0,   0.4418E+29
3.000000,  0.00,     9795.0,   0.4454E+29
3.000000,  0.00,     9800.0,   0.4477E+29
3.000000,  0.00,     9805.0,   0.4480E+29
3.000000,  0.00,     9810.0,   0.4489E+29
3.000000,  0.00,     9815.0,   0.4465E+29
3.000000,  0.00,     9820.0,   0.4452E+29
3.000000,  0.00,     9825.0,   0.4449E+29
3.000000,  0.00,     9830.0,   0.4446E+29
3.000000,  0.00,     9835.0,   0.4451E+29
3.000000,  0.00,     9840.0,   0.4463E+29
3.000000,  0.00,     9845.0,   0.4460E+29
3.000000,  0.00,     9850.0,   0.4461E+29
3.000000,  0.00,     9855.0,   0.4442E+29
3.000000,  0.00,     9860.0,   0.4440E+29
3.000000,  0.00,     9865.0,   0.4437E+29
3.000000,  0.00,     9870.0,   0.4435E+29
3.000000,  0.00,     9875.0,   0.4435E+29
3.000000,  0.00,     9880.0,   0.4443E+29
3.000000,  0.00,     9885.0,   0.4442E+29
3.000000,  0.00,     9890.0,   0.4445E+29
3.000000,  0.00,     9895.0,   0.4421E+29
3.000000,  0.00,     9900.0,   0.4427E+29
3.000000,  0.00,     9905.0,   0.4436E+29
3.000000,  0.00,     9910.0,   0.4435E+29
3.000000,  0.00,     9915.0,   0.4413E+29
3.000000,  0.00,     9920.0,   0.4431E+29
3.000000,  0.00,     9925.0,   0.4424E+29
3.000000,  0.00,     9930.0,   0.4434E+29
3.000000,  0.00,     9935.0,   0.4439E+29
3.000000,  0.00,     9940.0,   0.4422E+29
3.000000,  0.00,     9945.0,   0.4434E+29
3.000000,  0.00,     9950.0,   0.4432E+29
3.000000,  0.00,     9955.0,   0.4436E+29
3.000000,  0.00,     9960.0,   0.4430E+29
3.000000,  0.00,     9965.0,   0.4447E+29
3.000000,  0.00,     9970.0,   0.4445E+29
3.000000,  0.00,     9975.0,   0.4461E+29
3.000000,  0.00,     9980.0,   0.4427E+29
3.000000,  0.00,     9985.0,   0.4412E+29
3.000000,  0.00,     9990.0,   0.4405E+29
3.000000,  0.00,     9995.0,   0.4416E+29
3.000000,  0.00,    10000.0,   0.4452E+29
3.000000,  0.00,    10005.0,   0.4451E+29
3.000000,  0.00,    10010.0,   0.4460E+29
3.000000,  0.00,    10015.0,   0.4481E+29
3.000000,  0.00,    10020.0,   0.4494E+29
3.000000,  0.00,    10025.0,   0.4464E+29
3.000000,  0.00,    10030.0,   0.4464E+29
3.000000,  0.00,    10035.0,   0.4460E+29
3.000000,  0.00,    10040.0,   0.4433E+29
3.000000,  0.00,    10045.0,   0.4413E+29
3.000000,  0.00,    10050.0,   0.4381E+29
3.000000,  0.00,    10055.0,   0.4394E+29
3.000000,  0.00,    10060.0,   0.4362E+29
3.000000,  0.00,    10065.0,   0.4379E+29
3.000000,  0.00,    10070.0,   0.4389E+29
3.000000,  0.00,    10075.0,   0.4398E+29
3.000000,  0.00,    10080.0,   0.4409E+29
