# iter, stel_vel, stel_disp, power_amp, power_slope, na_feii_amp, br_feii_amp, na_oiii5007_core_amp, na_oiii5007_core_fwhm, na_oiii5007_core_voff, na_Hb_core_amp, na_Hb_core_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
1900, 138.52389302626224, 120.48384272087402, 0.2336684381028078, -1.4448925268930242, 0.1853817962564881, 0.0691608151320709, 7.802491032208253, 281.91125151804124, -40.81593182445776, 4.258067402243606, 5.875563940411757, 1.359187153027457, 2431.3243048263375, 117.46623696840098
2000, 135.95893162059772, 120.04853143376131, 0.19657607183109804, -1.3482938678897023, 0.18548746334226857, 0.07198599376804218, 7.803075980504346, 281.00961956850307, -41.92371976797858, 4.257471286832631, 5.794117423609062, 1.3880909102320638, 2390.2751528303465, 121.78450147461291
2100, 134.19622319714904, 119.90985094870844, 0.170343276974529, -1.3646232744811322, 0.18700202980831632, 0.07737683129347461, 7.818349684817951, 282.1697052375524, -41.92822909209019, 4.2228761250388445, 5.131124426732278, 1.4097579538334755, 2395.896303693942, 116.3886211723982
2200, 134.68947365517707, 120.86870711762502, 0.157465491414003, -1.3359898773341556, 0.19681213919450094, 0.07450465113157495, 7.807505509703254, 280.5555714220425, -42.11142137068336, 4.198664126555023, 5.005514619130569, 1.4221204793044153, 2386.435213261038, 112.81697450168899
2300, 135.98497428580276, 120.02447524869902, 0.17292496776949687, -1.2106237597920464, 0.18661713668345567, 0.06344072894445166, 7.821806272671515, 279.2841244172524, -42.78872019485229, 4.181988895031832, 4.787106974979803, 1.419482640257162, 2404.38516766665, 114.17235610599064
2400, 135.27036451830867, 119.09417886734312, 0.17808466853904867, -1.050116846756318, 0.16669830749384007, 0.07560233423507387, 7.812132664773274, 280.9451067299759, -43.2394570266126, 4.170116197304219, 5.253568068407169, 1.4161869795128639, 2386.8987854454153, 108.52570313578006
2500, 133.7924251497242, 119.9372729405115, 0.1935840050933475, -1.113254361548596, 0.18668167483922138, 0.07439916350952831, 7.785766003490985, 281.16204959484713, -43.85897242391507, 4.218405318457628, 3.799310738307958, 1.4176084545875878, 2382.139661543126, 106.42729158555483
2600, 133.49704550150693, 121.53672081890332, 0.18282896918607106, -1.2796194685732694, 0.182653359579733, 0.07955436628126339, 7.833424750403829, 282.42468986935756, -43.10096061621702, 4.1857422354436835, 3.437036718034589, 1.3897342577637806, 2413.14048191277, 113.4748321991702
2700, 133.11707709577487, 121.86486607542784, 0.18370571592473195, -1.266929542676522, 0.19254619041072696, 0.0763792020036897, 7.819517706326196, 281.54664797431906, -42.17430947692961, 4.14815563115387, 3.1713652844882674, 1.4047410157918496, 2404.3669430671475, 117.34318206648453
2800, 133.93896788366902, 121.20316355997414, 0.19067740088667773, -1.3374529086633529, 0.16290553380587394, 0.06348718746300203, 7.785125738210547, 280.49825898304425, -42.25243104491749, 4.205035775260507, 2.9985076866850786, 1.4116826468492851, 2385.231640985313, 105.71264225036434
2900, 135.22209705871342, 121.53068055333361, 0.18727096853559316, -1.229634408463126, 0.16858492726159546, 0.06489641795342249, 7.82746979549014, 281.6587092043018, -42.104153166682245, 4.175468477242856, 2.915470867625963, 1.3803405316698947, 2375.112233265165, 103.98646985598899
3000, 134.97549668781667, 120.93405222249424, 0.18823676461632363, -1.1643352908719387, 0.17807762480053357, 0.0635360474071069, 7.78868679278807, 281.59151813047305, -42.01748164393898, 4.166161565463657, 4.368795720839236, 1.3883602414247855, 2366.549338523707, 114.83960619109646
3100, 134.7796145840561, 120.62054140001656, 0.1978341820737937, -1.306798084899771, 0.185128959137635, 0.07021531583393183, 7.830067132202663, 281.7769739329168, -41.96172333568551, 4.187379089344935, 4.257684780482444, 1.3918442788306797, 2401.3695483531146, 109.63580218265287
